Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001143,0.001143,0.000496,2.3063,1.0,0.001143
Adams,0.000702,0.000702,0.000326,2.1557,1.0,0.000702
Alcorn,0.001486,0.001486,0.000649,2.2879,1.0,0.001486
Amite,0.001206,0.001206,0.000569,2.1186,1.0,0.001206
Attala,0.003064,0.003064,0.001376,2.2271,1.0,0.003064
Benton,0.001424,0.001424,0.000605,2.3515,1.0,0.001424
Bolivar,0.001872,0.001872,0.000784,2.3894,1.0,0.001872
Calhoun,0.001242,0.001242,0.000557,2.2289,1.0,0.001242
Carroll,0.002461,0.002461,0.001005,2.4482,1.0,0.002461
Chickasaw,0.001283,0.001283,0.000585,2.1937,1.0,0.001283
Choctaw,0.005618,0.005618,0.001218,2.3063,2.0,0.005618
Claiborne,0.000808,0.000808,0.000334,2.4213,1.0,0.000808
Clarke,0.000912,0.000912,0.000386,2.3613,1.0,0.000912
Clay,0.001672,0.001672,0.000725,2.3063,1.0,0.001672
Coahoma,0.002477,0.002477,0.001085,2.2838,1.0,0.002477
Copiah,0.000528,0.000528,0.000214,2.4712,1.0,0.000528
Covington,0.001651,0.001651,0.000698,2.3667,1.0,0.001651
DeSoto,0.000792,0.000792,0.000341,2.3237,1.0,0.000792
Forrest,0.00127,0.00127,0.000547,2.32,1.0,0.00127
Franklin,0.000625,0.000625,0.000259,2.409,1.0,0.000625
George,0.000829,0.000829,0.000367,2.2578,1.0,0.000829
Greene,0.000499,0.000499,0.000221,2.2578,1.0,0.000499
Grenada,0.002757,0.002757,0.001204,2.2892,1.0,0.002757
Hancock,0.001428,0.001428,0.000609,2.3447,1.0,0.001428
Harrison,0.001103,0.001103,0.000481,2.2946,1.0,0.001103
Hinds,0.001466,0.001466,0.000621,2.3602,1.0,0.001466
Holmes,0.0008,0.0008,0.000353,2.2667,1.0,0.0008
Humphreys,0.003528,0.003528,0.001488,2.3709,1.0,0.003528
Issaquena,0.001738,0.001738,0.000754,2.3063,1.0,0.001738
Itawamba,0.000827,0.000827,0.000342,2.4166,1.0,0.000827
Jackson,0.000975,0.000975,0.000418,2.3344,1.0,0.000975
Jasper,0.000579,0.000579,0.000244,2.3709,1.0,0.000579
Jefferson,0.000324,0.000324,0.000143,2.2623,1.0,0.000324
Jefferson Davis,0.000963,0.000963,0.000449,2.1426,1.0,0.000963
Jones,0.00083,0.00083,0.000338,2.456,1.0,0.00083
Kemper,0.003078,0.003078,0.001334,2.3063,1.0,0.003078
Lafayette,0.000797,0.000797,0.000333,2.3904,1.0,0.000797
Lamar,0.001923,0.001923,0.000789,2.4359,1.0,0.001923
Lauderdale,0.001771,0.001771,0.000755,2.3447,1.0,0.001771
Lawrence,0.000536,0.000536,0.000238,2.2485,1.0,0.000536
Leake,0.001804,0.001804,0.00079,2.2838,1.0,0.001804
Lee,0.001553,0.001553,0.000679,2.2879,1.0,0.001553
Leflore,0.000424,0.000424,0.000177,2.3874,1.0,0.000424
Lincoln,0.000833,0.000833,0.000381,2.1896,1.0,0.000833
Lowndes,0.000885,0.000885,0.000375,2.3559,1.0,0.000885
Madison,0.00218,0.00218,0.000913,2.3884,1.0,0.00218
Marion,0.000832,0.000832,0.000366,2.2725,1.0,0.000832
Marshall,0.001026,0.001026,0.000453,2.2638,1.0,0.001026
Monroe,0.00291,0.00291,0.001191,2.4421,1.0,0.00291
Montgomery,0.001647,0.001647,0.000716,2.2998,1.0,0.001647
Neshoba,0.001227,0.001227,0.000481,2.5522,1.0,0.001227
Newton,0.00085,0.00085,0.000333,2.5515,1.0,0.00085
Noxubee,0.00091,0.00091,0.000384,2.3709,1.0,0.00091
Oktibbeha,0.00081,0.00081,0.000343,2.3613,1.0,0.00081
Panola,0.000482,0.000482,0.000205,2.3548,1.0,0.000482
Pearl River,0.000372,0.000372,0.000162,2.2959,1.0,0.000372
Perry,0.000597,0.000597,0.000251,2.3834,1.0,0.000597
Pike,0.001044,0.001044,0.000458,2.2782,1.0,0.001044
Pontotoc,0.001311,0.001311,0.000559,2.3436,1.0,0.001311
Prentiss,0.001594,0.001594,0.000716,2.2254,1.0,0.001594
Quitman,0.001019,0.001019,0.000442,2.3063,1.0,0.001019
