Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001691,0.001691,0.000731,2.3126,1.0,0.001691
Anderson,0.001721,0.001721,0.000727,2.3656,1.0,0.001721
Bedford,0.001528,0.001528,0.000664,2.3011,1.0,0.001528
Benton,0.013936,0.013936,0.003156,2.4728,1.7857,0.013936
Bledsoe,0.003091,0.003091,0.001328,2.3285,1.0,0.003091
Blount,0.002239,0.002239,0.000917,2.443,1.0,0.002239
Bradley,0.001778,0.001778,0.000749,2.2838,1.039,0.001778
Campbell,0.009992,0.009992,0.003589,2.3526,1.1833,0.009992
Cannon,0.001723,0.001723,0.000749,2.2985,1.0,0.001723
Carroll,0.002747,0.002747,0.001188,2.3113,1.0,0.002747
Carter,0.002874,0.002874,0.001206,2.3834,1.0,0.002874
Cheatham,0.001495,0.001495,0.000615,2.3308,1.0435,0.001495
Chester,0.004793,0.004793,0.001792,2.4071,1.1111,0.004793
Claiborne,0.001728,0.001728,0.000782,2.2092,1.0,0.001728
Clay,0.001215,0.001215,0.000525,2.3126,1.0,0.001215
Cocke,0.003223,0.003223,0.001472,2.1896,1.0,0.003223
Coffee,0.001617,0.001617,0.000708,2.2851,1.0,0.001617
Crockett,0.00336,0.00336,0.001476,2.2768,1.0,0.00336
Cumberland,0.001432,0.001432,0.000611,2.3424,1.0,0.001432
Davidson,0.001367,0.001367,0.000576,2.3011,1.031,0.001367
Decatur,0.000991,0.000991,0.000429,2.3126,1.0,0.000991
DeKalb,0.001506,0.001506,0.000634,2.3741,1.0,0.001506
Dickson,0.002435,0.002435,0.001001,2.4332,1.0,0.002435
Dyer,0.002051,0.002051,0.000861,2.3813,1.0,0.002051
Fayette,0.001877,0.001877,0.000681,2.2469,1.2273,0.001877
Fentress,0.004219,0.004219,0.001728,2.4421,1.0,0.004219
Franklin,0.003746,0.003746,0.001516,2.3139,1.0678,0.003746
Gibson,0.002796,0.002796,0.001221,2.2892,1.0,0.002796
Giles,0.000914,0.000914,0.000407,2.2453,1.0,0.000914
Grainger,0.001609,0.001609,0.000686,2.3447,1.0,0.001609
Greene,0.001909,0.001909,0.000825,2.3126,1.0,0.001909
Grundy,0.001561,0.001561,0.000596,2.2453,1.1667,0.001561
Hamblen,0.001819,0.001819,0.000755,2.4109,1.0,0.001819
Hamilton,0.001205,0.001205,0.000517,2.332,1.0,0.001205
Hancock,0.001359,0.001359,0.000604,2.2485,1.0,0.001359
Hardeman,0.000908,0.000908,0.000399,2.2754,1.0,0.000908
Hardin,0.003669,0.003669,0.00152,2.2865,1.0556,0.003669
Hawkins,0.002166,0.002166,0.000898,2.3151,1.0417,0.002166
Haywood,0.00233,0.00233,0.000982,2.372,1.0,0.00233
Henderson,0.002896,0.002896,0.001138,2.2166,1.1481,0.002896
Henry,0.002981,0.002981,0.000897,2.2563,1.4737,0.002981
Hickman,0.001857,0.001857,0.000794,2.3378,1.0,0.001857
Houston,0.001762,0.001762,0.000732,2.409,1.0,0.001762
Humphreys,0.003328,0.003328,0.001184,2.2754,1.2353,0.003328
Jackson,0.001459,0.001459,0.000594,2.4569,1.0,0.001459
Jefferson,0.001796,0.001796,0.000752,2.3874,1.0,0.001796
Johnson,0.002035,0.002035,0.000843,2.2405,1.0769,0.002035
Knox,0.001646,0.001646,0.0007,2.3526,1.0,0.001646
Lake,0.001978,0.001978,0.000855,2.3126,1.0,0.001978
Lauderdale,0.000857,0.000857,0.000351,2.4394,1.0,0.000857
Lawrence,0.000901,0.000901,0.000385,2.1937,1.0667,0.000901
Lewis,0.002573,0.002573,0.000571,2.2547,2.0,0.002573
Lincoln,0.000727,0.000727,0.00032,2.2725,1.0,0.000727
Loudon,0.001993,0.001993,0.000814,2.4491,1.0,0.001993
McMinn,0.001281,0.001281,0.000558,2.2972,1.0,0.001281
McNairy,0.002585,0.002585,0.000895,2.6252,1.1,0.002585
Macon,0.00227,0.00227,0.001016,2.2339,1.0,0.00227
Madison,0.003802,0.003802,0.001613,2.3581,1.0,0.003802
Marion,0.001326,0.001326,0.000588,2.2547,1.0,0.001326
Marshall,0.0015,0.0015,0.000611,2.2092,1.1111,0.0015
Maury,0.00158,0.00158,0.000612,2.3139,1.1154,0.00158
Meigs,0.002402,0.002402,0.000886,2.1701,1.25,0.002402
Monroe,0.00416,0.00416,0.001697,2.4508,1.0,0.00416
Montgomery,0.002159,0.002159,0.000919,2.3503,1.0,0.002159
Moore,0.001723,0.001723,0.000771,2.2356,1.0,0.001723
Morgan,0.002894,0.002894,0.001168,2.4778,1.0,0.002894
Obion,0.001866,0.001866,0.000798,2.3378,1.0,0.001866
Overton,0.000657,0.000657,0.00027,2.4341,1.0,0.000657
Perry,0.0021,0.0021,0.000743,2.2608,1.25,0.0021
Pickett,0.000916,0.000916,0.000396,2.3126,1.0,0.000916
Polk,0.001237,0.001237,0.000535,2.3126,1.0,0.001237
Putnam,0.001369,0.001369,0.000598,2.2879,1.0,0.001369
Rhea,0.001406,0.001406,0.000603,2.3308,1.0,0.001406
Roane,0.002623,0.002623,0.001105,2.373,1.0,0.002623
Robertson,0.002268,0.002268,0.000919,2.3163,1.0656,0.002268
Rutherford,0.001671,0.001671,0.000629,2.3113,1.1492,0.001671
Scott,0.00484,0.00484,0.001994,2.2016,1.1026,0.00484
Sequatchie,0.001664,0.001664,0.000732,2.2725,1.0,0.001664
Sevier,0.00138,0.00138,0.00059,2.3378,1.0,0.00138
Shelby,0.000953,0.000953,0.000417,2.2851,1.0,0.000953
Smith,0.003335,0.003335,0.000744,2.2405,2.0,0.003335
Stewart,0.000511,0.000511,0.000219,2.3344,1.0,0.000511
Sullivan,0.002362,0.002362,0.001004,2.3526,1.0,0.002362
Sumner,0.001833,0.001833,0.000784,2.3378,1.0,0.001833
Tipton,0.001196,0.001196,0.000519,2.2271,1.0333,0.001196
Trousdale,0.002869,0.002869,0.000709,2.3126,1.75,0.002869
Unicoi,0.001564,0.001564,0.000671,2.3308,1.0,0.001564
Union,0.001246,0.001246,0.000551,2.2623,1.0,0.001246
Van Buren,0.00231,0.00231,0.001022,2.2608,1.0,0.00231
Warren,0.001368,0.001368,0.000581,2.3526,1.0,0.001368
Washington,0.001779,0.001779,0.000757,2.3481,1.0,0.001779
Wayne,0.001387,0.001387,0.0003,2.3126,2.0,0.001387
Weakley,0.001082,0.001082,0.00048,2.2532,1.0,0.001082
