Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.025568,0.00471,0.006152,2.5954,1.0,0.015967
Abbeville,0.022352,0.004117,0.005749,2.7891,1.0,0.016034
Aiken,0.021356,0.003934,0.005449,2.6641,1.0,0.014515
Allendale,0.021576,0.003974,0.004719,2.7439,1.0,0.012949
Anderson,0.02698,0.004969,0.007242,2.6791,1.0,0.019403
Bamberg,0.034823,0.006414,0.007038,2.5707,1.2727,0.023028
Barnwell,0.0277,0.005102,0.00623,2.8489,1.0,0.017749
Beaufort,0.022889,0.004216,0.004632,2.6959,1.0,0.012489
Berkeley,0.026298,0.004844,0.006367,2.8071,1.0,0.017872
Calhoun,0.011478,0.002114,0.003298,2.5342,1.0,0.008359
Charleston,0.023989,0.004419,0.005039,2.5857,1.0,0.013029
Cherokee,0.033725,0.006212,0.009092,2.7478,1.0442,0.026088
Chester,0.035364,0.006514,0.00856,2.8557,1.0,0.024444
Chesterfield,0.022169,0.004083,0.006156,2.6896,1.0,0.016556
Clarendon,0.015197,0.002799,0.003704,2.5369,1.0877,0.010222
Colleton,0.02045,0.003767,0.004937,2.7817,1.0,0.013733
Darlington,0.025261,0.004653,0.00632,2.6443,1.0,0.016711
Dillon,0.037303,0.006871,0.007677,2.7478,1.2328,0.026007
Dorchester,0.050451,0.009293,0.011541,2.7909,1.0,0.03221
Edgefield,0.018842,0.003471,0.004219,2.6353,1.0,0.011117
Fairfield,0.011727,0.00216,0.002774,2.6121,1.0,0.007247
Florence,0.028534,0.005256,0.00666,2.6663,1.0,0.017757
Georgetown,0.020103,0.003703,0.004579,2.6509,1.0,0.012138
Greenville,0.026716,0.004921,0.00629,2.6238,1.0,0.016503
Greenwood,0.02459,0.004529,0.006016,2.6833,1.0,0.016143
Hampton,0.035427,0.006525,0.007491,2.6855,1.0,0.020118
Horry,0.026886,0.004952,0.006007,2.6833,1.0,0.016119
Jasper,0.01528,0.002814,0.004057,2.8107,1.0,0.011402
Kershaw,0.025604,0.004716,0.005905,2.6098,1.0,0.015411
Lancaster,0.023371,0.004305,0.005887,2.7631,1.0,0.016266
Laurens,0.029359,0.005408,0.007423,2.8674,1.0121,0.021543
Lee,0.011809,0.002175,0.00309,2.7263,1.0,0.008424
Lexington,0.032512,0.005989,0.007598,2.6684,1.0,0.020276
McCormick,0.013537,0.002493,0.002959,2.5757,1.0,0.007621
Marion,0.028229,0.0052,0.00685,2.6706,1.0296,0.018834
Marlboro,0.017001,0.003132,0.00448,2.6641,1.0,0.011934
Newberry,0.031503,0.005803,0.00718,2.7668,1.0,0.019866
Oconee,0.025977,0.004785,0.007115,2.4618,1.0,0.017517
Orangeburg,0.032663,0.006016,0.007578,2.6749,1.0,0.020269
Pickens,0.024348,0.004485,0.006384,2.5605,1.0,0.016346
Richland,0.018741,0.003452,0.004332,2.4891,1.0,0.010783
Saluda,0.028265,0.005206,0.005471,2.8125,1.4416,0.02218
Spartanburg,0.028071,0.00517,0.007249,2.7163,1.0,0.019689
Sumter,0.009923,0.001828,0.002521,2.6027,1.0,0.00656
Union,0.025965,0.004783,0.003954,2.3521,2.0,0.018599
Williamsburg,0.022495,0.004143,0.005302,2.5631,1.0,0.013589
York,0.025912,0.004773,0.006431,2.7183,1.0,0.017482
