Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.0,0.0,0.0,2.2638,1.0,0.0
Adams,0.000113,0.000113,5e-05,2.2638,1.0,0.000113
Asotin,0.0001,0.0001,4.4e-05,2.2638,1.0,0.0001
Benton,1.1e-05,1.1e-05,5e-06,2.2638,1.0,1.1e-05
Chelan,2.9e-05,2.9e-05,1.3e-05,2.2638,1.0,2.9e-05
Clallam,2.9e-05,2.9e-05,1.3e-05,2.2638,1.0,2.9e-05
Clark,5e-06,5e-06,2e-06,2.2638,1.0,5e-06
Columbia,0.000568,0.000568,0.000251,2.2638,1.0,0.000568
Cowlitz,2e-05,2e-05,9e-06,2.2638,1.0,2e-05
Douglas,5.2e-05,5.2e-05,2.3e-05,2.2638,1.0,5.2e-05
Ferry,0.000297,0.000297,0.000131,2.2638,1.0,0.000297
Franklin,2.4e-05,2.4e-05,1.1e-05,2.2638,1.0,2.4e-05
Garfield,0.001017,0.001017,0.000449,2.2638,1.0,0.001017
Grant,2.3e-05,2.3e-05,1e-05,2.2638,1.0,2.3e-05
Grays Harbor,3e-05,3e-05,1.3e-05,2.2638,1.0,3e-05
Island,2.7e-05,2.7e-05,1.2e-05,2.2638,1.0,2.7e-05
Jefferson,7e-05,7e-05,3.1e-05,2.2638,1.0,7e-05
King,1e-06,1e-06,0.0,2.2638,1.0,1e-06
Kitsap,8e-06,8e-06,4e-06,2.2638,1.0,8e-06
Kittitas,4.7e-05,4.7e-05,2.1e-05,2.2638,1.0,4.7e-05
Klickitat,0.000101,0.000101,4.5e-05,2.2638,1.0,0.000101
Lewis,2.8e-05,2.8e-05,1.2e-05,2.2638,1.0,2.8e-05
Lincoln,0.000207,0.000207,9.1e-05,2.2638,1.0,0.000207
Mason,3.4e-05,3.4e-05,1.5e-05,2.2638,1.0,3.4e-05
Okanogan,5.4e-05,5.4e-05,2.4e-05,2.2638,1.0,5.4e-05
Pacific,0.000101,0.000101,4.5e-05,2.2638,1.0,0.000101
Pend Oreille,0.000165,0.000165,7.3e-05,2.2638,1.0,0.000165
Pierce,3e-06,3e-06,1e-06,2.2638,1.0,3e-06
San Juan,0.000129,0.000129,5.7e-05,2.2638,1.0,0.000129
Skagit,1.8e-05,1.8e-05,8e-06,2.2638,1.0,1.8e-05
Skamania,0.000187,0.000187,8.3e-05,2.2638,1.0,0.000187
Snohomish,3e-06,3e-06,1e-06,2.2638,1.0,3e-06
Spokane,4e-06,4e-06,2e-06,2.2638,1.0,4e-06
Stevens,5e-05,5e-05,2.2e-05,2.2638,1.0,5e-05
Thurston,8e-06,8e-06,3e-06,2.2638,1.0,8e-06
Wahkiakum,0.000504,0.000504,0.000223,2.2638,1.0,0.000504
Walla Walla,3.7e-05,3.7e-05,1.6e-05,2.2638,1.0,3.7e-05
Whatcom,1e-05,1e-05,4e-06,2.2638,1.0,1e-05
Whitman,4.5e-05,4.5e-05,2e-05,2.2638,1.0,4.5e-05
Yakima,9e-06,9e-06,4e-06,2.2638,1.0,9e-06
