Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001469,0.001469,0.000639,2.2996,1.0,0.001469
Aitkin,0.001032,0.001032,0.000441,2.3421,1.0,0.001032
Anoka,0.00135,0.00135,0.000583,2.3161,1.0,0.00135
Becker,0.001354,0.001354,0.00061,2.22,1.0,0.001354
Beltrami,0.001723,0.001723,0.000763,2.2591,1.0,0.001723
Benton,0.002278,0.002278,0.000978,2.3282,1.0,0.002278
Big Stone,0.00447,0.00447,0.001803,2.479,1.0,0.00447
Blue Earth,0.001906,0.001906,0.000828,2.3022,1.0,0.001906
Brown,0.002691,0.002691,0.00112,2.4039,1.0,0.002691
Carlton,0.001746,0.001746,0.000753,2.3197,1.0,0.001746
Carver,0.000648,0.000648,0.000285,2.2694,1.0,0.000648
Cass,0.001884,0.001884,0.000806,2.3375,1.0,0.001884
Chippewa,0.000561,0.000561,0.000254,2.2053,1.0,0.000561
Chisago,0.001057,0.001057,0.00046,2.3009,1.0,0.001057
Clay,0.001076,0.001076,0.000467,2.3035,1.0,0.001076
Clearwater,0.002492,0.002492,0.001021,2.4417,1.0,0.002492
Cook,0.000421,0.000421,0.000183,2.2996,1.0,0.000421
Cottonwood,0.002222,0.002222,0.000982,2.2621,1.0,0.002222
Crow Wing,0.001239,0.001239,0.000538,2.3035,1.0,0.001239
Dakota,0.001365,0.001365,0.000599,2.278,1.0,0.001365
Dodge,0.002207,0.002207,0.000908,2.4319,1.0,0.002207
Douglas,0.002721,0.002721,0.001154,2.3588,1.0,0.002721
Faribault,0.00185,0.00185,0.000732,2.2451,1.125,0.00185
Fillmore,0.002219,0.002219,0.000949,2.3375,1.0,0.002219
Freeborn,0.001094,0.001094,0.000495,2.209,1.0,0.001094
Goodhue,0.001206,0.001206,0.000518,2.3282,1.0,0.001206
Grant,0.002005,0.002005,0.000837,2.3951,1.0,0.002005
Hennepin,0.001431,0.001431,0.000627,2.2807,1.0,0.001431
Houston,0.001365,0.001365,0.000591,2.3073,1.0,0.001365
Hubbard,0.00169,0.00169,0.000744,2.2694,1.0,0.00169
Isanti,0.001209,0.001209,0.000517,2.3364,1.0,0.001209
Itasca,0.002861,0.002861,0.001219,2.3478,1.0,0.002861
Jackson,0.001875,0.001875,0.000813,2.3073,1.0,0.001875
Kanabec,0.001271,0.001271,0.000551,2.3073,1.0,0.001271
Kandiyohi,0.002171,0.002171,0.000903,2.4048,1.0,0.002171
Kittson,0.004966,0.004966,0.001629,2.541,1.2,0.004966
Koochiching,0.00129,0.00129,0.000572,2.2545,1.0,0.00129
Lac qui Parle,0.002011,0.002011,0.000906,2.22,1.0,0.002011
Lake,0.00202,0.00202,0.000752,2.3035,1.1667,0.00202
Lake of the Woods,0.001723,0.001723,0.000802,2.1478,1.0,0.001723
Le Sueur,0.001277,0.001277,0.00045,2.3642,1.2,0.001277
Lincoln,0.00246,0.00246,0.000709,2.3123,1.5,0.00246
Lyon,0.000951,0.000951,0.000432,2.2034,1.0,0.000951
McLeod,0.000949,0.000949,0.000418,2.2708,1.0,0.000949
Mahnomen,0.007925,0.007925,0.00199,2.3891,1.6667,0.007925
Marshall,0.00213,0.00213,0.000964,2.209,1.0,0.00213
Martin,0.005053,0.005053,0.001372,2.4087,1.5294,0.005053
Meeker,0.002296,0.002296,0.00099,2.3185,1.0,0.002296
Mille Lacs,0.005812,0.005812,0.001827,2.3695,1.3429,0.005812
Morrison,0.001299,0.001299,0.000569,2.2821,1.0,0.001299
Mower,0.001029,0.001029,0.000449,2.2903,1.0,0.001029
Murray,0.000864,0.000864,0.000366,2.361,1.0,0.000864
Nicollet,0.001353,0.001353,0.000584,2.3185,1.0,0.001353
Nobles,0.001904,0.001904,0.000832,2.2876,1.0,0.001904
Norman,0.004105,0.004105,0.000941,2.181,2.0,0.004105
Olmsted,0.001868,0.001868,0.00079,2.3653,1.0,0.001868
Otter Tail,0.002302,0.002302,0.000987,2.3317,1.0,0.002302
Pennington,0.00283,0.00283,0.001133,2.3305,1.0714,0.00283
Pine,0.001453,0.001453,0.000642,2.2621,1.0,0.001453
Pipestone,0.001506,0.001506,0.000657,2.2903,1.0,0.001506
Polk,0.001735,0.001735,0.000733,2.3653,1.0,0.001735
Pope,0.001903,0.001903,0.0008,2.3789,1.0,0.001903
Ramsey,0.001689,0.001689,0.000729,2.3173,1.0,0.001689
Red Lake,0.001219,0.001219,0.000493,2.4724,1.0,0.001219
Redwood,0.001846,0.001846,0.000791,2.3341,1.0,0.001846
Renville,0.002708,0.002708,0.001169,2.3173,1.0,0.002708
Rice,0.000927,0.000927,0.000403,2.2996,1.0,0.000927
Rock,0.001191,0.001191,0.000537,2.2182,1.0,0.001191
Roseau,0.001072,0.001072,0.000462,2.3222,1.0,0.001072
St. Louis,0.001662,0.001662,0.000728,2.2821,1.0,0.001662
Scott,0.001767,0.001767,0.000752,2.3511,1.0,0.001767
Sherburne,0.00053,0.00053,0.000247,2.1478,1.0,0.00053
Sibley,0.001609,0.001609,0.000605,2.3258,1.1429,0.001609
Stearns,0.001673,0.001673,0.000733,2.2835,1.0,0.001673
Steele,0.000962,0.000962,0.000409,2.35,1.0,0.000962
Stevens,0.00044,0.00044,0.000204,2.1555,1.0,0.00044
Swift,0.000987,0.000987,0.000432,2.2863,1.0,0.000987
Todd,0.001671,0.001671,0.00073,2.289,1.0,0.001671
Traverse,0.00931,0.00931,0.003989,2.3341,1.0,0.00931
Wabasha,0.000692,0.000692,0.000324,2.1369,1.0,0.000692
Wadena,0.002184,0.002184,0.00095,2.2983,1.0,0.002184
Waseca,0.000586,0.000586,0.000269,2.181,1.0,0.000586
Washington,0.001312,0.001312,0.000568,2.3111,1.0,0.001312
Watonwan,0.00133,0.00133,0.000551,2.4162,1.0,0.00133
Wilkin,0.005507,0.005507,0.001128,2.4417,2.0,0.005507
