Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001389,0.001389,0.000602,2.3076,1.0,0.001389
Allen,0.001492,0.001492,0.000647,2.3076,1.0,0.001492
Anderson,0.000631,0.000631,0.000255,2.481,1.0,0.000631
Atchison,0.001586,0.001586,0.000622,2.5486,1.0,0.001586
Barber,0.001683,0.001683,0.000678,2.4843,1.0,0.001683
Barton,0.001495,0.001495,0.000621,2.4081,1.0,0.001495
Bourbon,0.004784,0.004784,0.001445,2.3176,1.4286,0.004784
Brown,0.000483,0.000483,0.000209,2.3076,1.0,0.000483
Butler,0.000701,0.000701,0.000314,2.2339,1.0,0.000701
Chase,0.000871,0.000871,0.000378,2.3076,1.0,0.000871
Chautauqua,0.00142,0.00142,0.000615,2.3076,1.0,0.00142
Cherokee,0.002907,0.002907,0.001254,2.3188,1.0,0.002907
Cheyenne,0.002605,0.002605,0.001129,2.3076,1.0,0.002605
Clark,0.011224,0.011224,0.004514,2.4867,1.0,0.011224
Clay,0.000288,0.000288,0.000125,2.3076,1.0,0.000288
Cloud,0.001328,0.001328,0.000569,2.3344,1.0,0.001328
Coffey,0.001118,0.001118,0.000489,2.2865,1.0,0.001118
Comanche,0.002715,0.002715,0.001176,2.3076,1.0,0.002715
Cowley,0.001073,0.001073,0.000458,2.3401,1.0,0.001073
Crawford,0.001324,0.001324,0.000567,2.3367,1.0,0.001324
Decatur,0.000816,0.000816,0.000354,2.3076,1.0,0.000816
Dickinson,0.004002,0.004002,0.001029,2.1606,1.8,0.004002
Doniphan,0.001518,0.001518,0.000658,2.3076,1.0,0.001518
Douglas,0.001631,0.001631,0.000695,2.3458,1.0,0.001631
Edwards,0.000825,0.000825,0.000357,2.3076,1.0,0.000825
Elk,0.002736,0.002736,0.001186,2.3076,1.0,0.002736
Ellis,0.001106,0.001106,0.000455,2.4286,1.0,0.001106
Ellsworth,0.003729,0.003729,0.001639,2.2754,1.0,0.003729
Finney,0.003977,0.003977,0.001124,2.3874,1.4815,0.003977
Ford,0.001333,0.001333,0.000535,2.4891,1.0,0.001333
Franklin,0.001622,0.001622,0.000705,2.3024,1.0,0.001622
Geary,Unknown,Unknown,0.000505,2.3934,1.0,0.001209
Gove,0.011415,0.011415,0.004173,2.7355,1.0,0.011415
Graham,0.00093,0.00093,0.000403,2.3076,1.0,0.00093
Grant,0.001672,0.001672,0.000699,2.3904,1.0,0.001672
Gray,0.001927,0.001927,0.000835,2.3076,1.0,0.001927
Greeley,0.001873,0.001873,0.000812,2.3076,1.0,0.001873
Greenwood,0.002315,0.002315,0.001003,2.3076,1.0,0.002315
Hamilton,0.000909,0.000909,0.000394,2.3076,1.0,0.000909
Harper,0.001273,0.001273,0.000552,2.3076,1.0,0.001273
Harvey,0.001957,0.001957,0.000871,2.2453,1.0,0.001957
Haskell,0.002908,0.002908,0.00126,2.3076,1.0,0.002908
Hodgeman,0.033443,0.033443,0.007246,2.3076,2.0,0.033443
Jackson,0.0041,0.0041,0.001215,2.2501,1.5,0.0041
Jefferson,0.001656,0.001656,0.000683,2.4259,1.0,0.001656
Jewell,0.001603,0.001603,0.000695,2.3076,1.0,0.001603
Johnson,0.001158,0.001158,0.000493,2.3492,1.0,0.001158
Kearny,0.000601,0.000601,0.000261,2.3076,1.0,0.000601
Kingman,0.001594,0.001594,0.000699,2.2796,1.0,0.001594
Kiowa,0.002797,0.002797,0.001212,2.3076,1.0,0.002797
Labette,0.001518,0.001518,0.000663,2.2906,1.0,0.001518
Lane,0.001503,0.001503,0.000651,2.3076,1.0,0.001503
Leavenworth,0.00118,0.00118,0.000526,2.2437,1.0,0.00118
