Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001197,0.001197,0.000543,2.2055,1.0,0.001197
Albany,0.001263,0.001263,0.000556,2.2696,1.0,0.001263
Allegany,0.002514,0.002514,0.000933,2.3101,1.1667,0.002514
Bronx,0.001016,0.001016,0.000466,2.179,1.0,0.001016
Broome,0.002517,0.002517,0.00106,2.2906,1.0361,0.002517
Cattaraugus,0.001671,0.001671,0.00067,2.2946,1.087,0.001671
Cayuga,0.001332,0.001332,0.000588,2.2667,1.0,0.001332
Chautauqua,0.001365,0.001365,0.000591,2.3101,1.0,0.001365
Chemung,0.001815,0.001815,0.000779,2.3308,1.0,0.001815
Chenango,0.001103,0.001103,0.000487,2.2638,1.0,0.001103
Clinton,0.003236,0.003236,0.001367,2.3678,1.0,0.003236
Columbia,0.00129,0.00129,0.000538,2.3974,1.0,0.00129
Cortland,0.00242,0.00242,0.00103,2.3503,1.0,0.00242
Delaware,0.000743,0.000743,0.00034,2.1876,1.0,0.000743
Dutchess,0.001049,0.001049,0.000462,2.2696,1.0,0.001049
Erie,0.001515,0.001515,0.000638,2.3751,1.0,0.001515
Essex,0.004194,0.004194,0.001383,2.305,1.3158,0.004194
Franklin,0.002426,0.002426,0.00104,2.2879,1.02,0.002426
Fulton,0.001416,0.001416,0.000599,2.3624,1.0,0.001416
Genesee,0.002161,0.002161,0.00089,2.281,1.0638,0.002161
Greene,0.001671,0.001671,0.000657,2.3741,1.0714,0.001671
Hamilton,0.001052,0.001052,0.000453,2.3225,1.0,0.001052
Herkimer,0.001122,0.001122,0.000506,2.2202,1.0,0.001122
Jefferson,0.001172,0.001172,0.000519,2.2593,1.0,0.001172
Kings,0.001095,0.001095,0.000506,2.163,1.0,0.001095
Lewis,0.001078,0.001078,0.000456,2.3613,1.0,0.001078
Livingston,0.001346,0.001346,0.000588,2.2879,1.0,0.001346
Madison,0.002608,0.002608,0.000789,2.2824,1.4474,0.002608
Monroe,0.001516,0.001516,0.00067,2.2623,1.0,0.001516
Montgomery,0.001937,0.001937,0.000752,2.3624,1.0909,0.001937
Nassau,0.000994,0.000994,0.00045,2.2074,1.0,0.000994
New York,0.001335,0.001335,0.00061,2.1876,1.0,0.001335
Niagara,0.002219,0.002219,0.000693,2.4023,1.3333,0.002219
Oneida,0.00115,0.00115,0.000512,2.2485,1.0,0.00115
Onondaga,0.00147,0.00147,0.000647,2.2711,1.0,0.00147
Ontario,0.002374,0.002374,0.000793,2.2638,1.3231,0.002374
Orange,6e-06,6e-06,3e-06,2.2111,1.0,6e-06
Orleans,0.00118,0.00118,0.00052,2.2682,1.0,0.00118
Oswego,0.001605,0.001605,0.000692,2.3212,1.0,0.001605
Otsego,0.000924,0.000924,0.00042,2.1977,1.0,0.000924
Putnam,0.000695,0.000695,0.000315,2.2055,1.0,0.000695
Queens,0.001131,0.001131,0.000518,2.1833,1.0,0.001131
Rensselaer,0.001655,0.001655,0.00068,2.3188,1.049,0.001655
Richmond,0.001637,0.001637,0.000743,2.2016,1.0,0.001637
Rockland,0.000815,0.000815,0.000374,2.1768,1.0,0.000815
St. Lawrence,0.003072,0.003072,0.001049,2.2754,1.2874,0.003072
Saratoga,0.000861,0.000861,0.000378,2.274,1.0,0.000861
Schenectady,0.001439,0.001439,0.000637,2.2578,1.0,0.001439
Schoharie,0.00102,0.00102,0.000452,2.2578,1.0,0.00102
Schuyler,0.003743,0.003743,0.000899,2.2219,1.875,0.003743
Seneca,0.002728,0.002728,0.00097,2.2851,1.2308,0.002728
Steuben,0.002387,0.002387,0.000996,2.2946,1.0444,0.002387
Suffolk,0.001078,0.001078,0.000469,2.1833,1.0517,0.001078
Sullivan,0.001023,0.001023,0.000464,2.2055,1.0,0.001023
Tioga,0.001812,0.001812,0.000788,2.2985,1.0,0.001812
Tompkins,0.002355,0.002355,0.00092,2.3126,1.1071,0.002355
Ulster,0.001091,0.001091,0.00049,2.2271,1.0,0.001091
Warren,0.001373,0.001373,0.00061,2.2516,1.0,0.001373
Washington,0.001666,0.001666,0.000735,2.2653,1.0,0.001666
Wayne,0.001681,0.001681,0.000734,2.2906,1.0,0.001681
Westchester,0.000835,0.000835,0.000378,2.2074,1.0,0.000835
Wyoming,0.001523,0.001523,0.000652,2.3344,1.0,0.001523
Yates,0.000539,0.000539,0.000241,2.2372,1.0,0.000539
