Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001777,0.001777,0.000726,2.4482,1.0,0.001777
Aurora,0.00534,0.00534,0.001091,2.4482,2.0,0.00534
Beadle,0.002199,0.002199,0.000542,2.2547,1.8,0.002199
Bennett,0.002183,0.002183,0.000892,2.4482,1.0,0.002183
Bon Homme,0.002405,0.002405,0.001014,2.3709,1.0,0.002405
Brookings,0.001659,0.001659,0.000656,2.5305,1.0,0.001659
Brown,0.003573,0.003573,0.001133,2.5668,1.2286,0.003573
Brule,0.000991,0.000991,0.000378,2.6252,1.0,0.000991
Buffalo,0.00135,0.00135,0.00051,2.6485,1.0,0.00135
Butte,0.001093,0.001093,0.000479,2.2796,1.0,0.001093
Campbell,0.001779,0.001779,0.000727,2.4482,1.0,0.001779
Charles Mix,0.007409,0.007409,0.003013,2.4586,1.0,0.007409
Clark,0.002203,0.002203,0.000803,2.7429,1.0,0.002203
Clay,0.001297,0.001297,0.000498,2.6068,1.0,0.001297
Codington,0.003036,0.003036,0.001142,2.6575,1.0,0.003036
Corson,0.003595,0.003595,0.000734,2.4482,2.0,0.003595
Custer,0.000511,0.000511,0.000223,2.2946,1.0,0.000511
Davison,0.003453,0.003453,0.001062,2.4385,1.3333,0.003453
Day,0.00096,0.00096,0.000369,2.6042,1.0,0.00096
Deuel,0.0018,0.0018,0.000689,2.61,1.0,0.0018
Dewey,0.005343,0.005343,0.002376,2.2485,1.0,0.005343
Douglas,0.002296,0.002296,0.001027,2.2356,1.0,0.002296
Edmunds,0.001954,0.001954,0.000783,2.4939,1.0,0.001954
Fall River,0.002453,0.002453,0.001043,2.3526,1.0,0.002453
Faulk,0.001051,0.001051,0.000435,2.4166,1.0,0.001051
Grant,0.008482,0.008482,0.001702,2.4923,2.0,0.008482
Gregory,0.001765,0.001765,0.000717,2.462,1.0,0.001765
Haakon,0.001289,0.001289,0.000527,2.4482,1.0,0.001289
Hamlin,0.006471,0.006471,0.002433,2.6593,1.0,0.006471
Hand,0.002336,0.002336,0.00094,2.4843,1.0,0.002336
Hanson,0.002127,0.002127,0.000869,2.4482,1.0,0.002127
Harding,0.001886,0.001886,0.00077,2.4482,1.0,0.001886
Hughes,0.004179,0.004179,0.001027,2.3934,1.7,0.004179
Hutchinson,0.008709,0.008709,0.001783,2.4421,2.0,0.008709
Hyde,0.001882,0.001882,0.000769,2.4482,1.0,0.001882
Jackson,0.004133,0.004133,0.000897,2.3037,2.0,0.004133
Jerauld,0.001216,0.001216,0.000497,2.4482,1.0,0.001216
Jones,0.002711,0.002711,0.001107,2.4482,1.0,0.002711
Kingsbury,0.001444,0.001444,0.000607,2.3772,1.0,0.001444
Lake,0.003344,0.003344,0.000703,2.3772,2.0,0.003344
Lawrence,0.001217,0.001217,0.000503,2.4194,1.0,0.001217
Lincoln,0.002436,0.002436,0.000687,2.5079,1.4138,0.002436
Lyman,0.001241,0.001241,0.000529,2.347,1.0,0.001241
McCook,0.001911,0.001911,0.000716,2.6681,1.0,0.001911
McPherson,0.002058,0.002058,0.000841,2.4482,1.0,0.002058
Marshall,0.000924,0.000924,0.000405,2.2796,1.0,0.000924
Meade,0.001584,0.001584,0.000671,2.3613,1.0,0.001584
Mellette,0.0011,0.0011,0.000485,2.2667,1.0,0.0011
Miner,0.006629,0.006629,0.001354,2.4482,2.0,0.006629
Minnehaha,0.001709,0.001709,0.000683,2.5002,1.0,0.001709
Moody,0.003537,0.003537,0.00076,2.3261,2.0,0.003537
Oglala Lakota,0.005526,0.005526,0.002257,2.4482,1.0,0.005526
Pennington,0.001286,0.001286,0.000545,2.3592,1.0,0.001286
Perkins,0.001709,0.001709,0.000698,2.4482,1.0,0.001709
Potter,0.010528,0.010528,0.002322,2.2667,2.0,0.010528
Roberts,0.002096,0.002096,0.000866,2.4203,1.0,0.002096
Sanborn,0.002089,0.002089,0.000853,2.4482,1.0,0.002089
Spink,0.000787,0.000787,0.000314,2.5102,1.0,0.000787
Stanley,0.001565,0.001565,0.000646,2.425,1.0,0.001565
Sully,0.00352,0.00352,0.001438,2.4482,1.0,0.00352
Todd,0.001883,0.001883,0.000786,2.3954,1.0,0.001883
Tripp,0.001743,0.001743,0.000735,2.3709,1.0,0.001743
Turner,0.002522,0.002522,0.000954,2.6431,1.0,0.002522
Union,0.000798,0.000798,0.000314,2.5414,1.0,0.000798
Walworth,0.000439,0.000439,0.000184,2.3854,1.0,0.000439
Yankton,0.002289,0.002289,0.000964,2.3741,1.0,0.002289
Ziebach,0.000839,0.000839,0.000363,2.3126,1.0,0.000839
