Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001782,0.001782,0.00074,2.3834,1.01,0.001782
Adair,0.007743,0.007743,0.001397,2.7718,2.0,0.007743
Alfalfa,0.000836,0.000836,0.000351,2.3834,1.0,0.000836
Atoka,0.003503,0.003503,0.001018,2.3834,1.4444,0.003503
Beaver,0.003539,0.003539,0.001318,2.6849,1.0,0.003539
Beckham,0.002194,0.002194,0.000869,2.3834,1.0588,0.002194
Blaine,0.001011,0.001011,0.000424,2.3834,1.0,0.001011
Bryan,0.002873,0.002873,0.001063,2.5414,1.0638,0.002873
Caddo,0.003539,0.003539,0.001356,2.61,1.0,0.003539
Canadian,0.001426,0.001426,0.000587,2.4313,1.0,0.001426
Carter,0.003666,0.003666,0.001247,2.2919,1.2826,0.003666
Cherokee,0.001898,0.001898,0.000719,2.6388,1.0,0.001898
Choctaw,0.003399,0.003399,0.001159,2.3834,1.2308,0.003399
Cimarron,0.008365,0.008365,0.002808,2.3834,1.25,0.008365
Cleveland,0.002516,0.002516,0.000944,2.477,1.0766,0.002516
Coal,0.002169,0.002169,0.00091,2.3834,1.0,0.002169
Comanche,0.001367,0.001367,0.000596,2.2919,1.0,0.001367
Cotton,0.00243,0.00243,0.001059,2.2946,1.0,0.00243
Craig,0.005076,0.005076,0.001202,2.3751,1.7778,0.005076
Creek,0.002335,0.002335,0.000909,2.2485,1.1429,0.002335
Custer,0.002226,0.002226,0.000896,2.3834,1.0417,0.002226
Delaware,0.000925,0.000925,0.000372,2.4875,1.0,0.000925
Dewey,0.002436,0.002436,0.001022,2.3834,1.0,0.002436
Ellis,0.00247,0.00247,0.001037,2.3834,1.0,0.00247
Garfield,0.002492,0.002492,0.000934,2.3834,1.12,0.002492
Garvin,0.003445,0.003445,0.00101,2.5253,1.35,0.003445
Grady,0.003053,0.003053,0.00086,2.2667,1.5667,0.003053
Grant,0.0011,0.0011,0.000462,2.3834,1.0,0.0011
Greer,0.002504,0.002504,0.00105,2.3834,1.0,0.002504
Harmon,0.00539,0.00539,0.002262,2.3834,1.0,0.00539
Harper,0.001292,0.001292,0.000542,2.3834,1.0,0.001292
Haskell,0.001857,0.001857,0.000713,2.2796,1.1429,0.001857
Hughes,0.005671,0.005671,0.00113,2.5102,2.0,0.005671
Jackson,0.001749,0.001749,0.000734,2.3834,1.0,0.001749
Jefferson,0.001191,0.001191,0.0005,2.3834,1.0,0.001191
Johnston,0.007664,0.007664,0.001624,2.4986,1.8889,0.007664
Kay,0.001818,0.001818,0.00085,2.1398,1.0,0.001818
Kingfisher,0.001614,0.001614,0.000698,2.3126,1.0,0.001614
Kiowa,0.001825,0.001825,0.000574,2.3834,1.3333,0.001825
Latimer,0.001656,0.001656,0.000695,2.3834,1.0,0.001656
Le Flore,0.001044,0.001044,0.000461,2.2623,1.0,0.001044
Lincoln,0.002333,0.002333,0.000831,2.4052,1.1667,0.002333
Logan,0.001172,0.001172,0.0005,2.3436,1.0,0.001172
Love,0.001317,0.001317,0.000585,2.2501,1.0,0.001317
McClain,0.002994,0.002994,0.001062,2.4157,1.1667,0.002994
McCurtain,0.002236,0.002236,0.00067,2.3834,1.4,0.002236
McIntosh,0.001162,0.001162,0.000357,2.1678,1.5,0.001162
Major,0.006873,0.006873,0.001442,2.3834,2.0,0.006873
Marshall,0.001947,0.001947,0.000886,2.1977,1.0,0.001947
Mayes,0.001549,0.001549,0.000608,2.5465,1.0,0.001549
Murray,0.001091,0.001091,0.000426,2.5592,1.0,0.001091
Muskogee,0.002901,0.002901,0.000838,2.2865,1.5135,0.002901
Noble,0.001071,0.001071,0.000449,2.3834,1.0,0.001071
Nowata,0.001531,0.001531,0.000595,2.571,1.0,0.001531
Okfuskee,0.001669,0.001669,0.000584,2.3834,1.2,0.001669
Oklahoma,0.001734,0.001734,0.000613,2.4332,1.1619,0.001734
Okmulgee,0.001496,0.001496,0.000624,2.3984,1.0,0.001496
Osage,0.00191,0.00191,0.00083,2.2998,1.0,0.00191
Ottawa,0.006993,0.006993,0.001446,2.4185,2.0,0.006993
Pawnee,0.002656,0.002656,0.001099,2.4166,1.0,0.002656
Payne,0.00264,0.00264,0.001052,2.5102,1.0,0.00264
Pittsburg,0.001629,0.001629,0.000687,2.3709,1.0,0.001629
Pontotoc,0.005185,0.005185,0.001881,2.3688,1.1639,0.005185
Pottawatomie,0.002744,0.002744,0.000992,2.6107,1.0597,0.002744
Pushmataha,0.005585,0.005585,0.001172,2.3834,2.0,0.005585
Roger Mills,0.00133,0.00133,0.000558,2.3834,1.0,0.00133
Rogers,0.00207,0.00207,0.000844,2.4534,1.0,0.00207
Seminole,0.003233,0.003233,0.001031,2.6145,1.2,0.003233
Sequoyah,0.000675,0.000675,0.000289,2.3378,1.0,0.000675
Stephens,0.001449,0.001449,0.000649,2.2323,1.0,0.001449
Texas,0.001431,0.001431,0.000601,2.3834,1.0,0.001431
Tillman,0.00263,0.00263,0.000552,2.3834,2.0,0.00263
Tulsa,0.001558,0.001558,0.000675,2.3076,1.0,0.001558
Wagoner,0.001214,0.001214,0.000529,2.2959,1.0,0.001214
Washington,0.001551,0.001551,0.000699,2.2202,1.0,0.001551
Washita,0.004168,0.004168,0.001374,2.3834,1.2727,0.004168
Woods,0.003795,0.003795,0.000796,2.3834,2.0,0.003795
Woodward,0.000118,0.000118,4.9e-05,2.3834,1.0,0.000118
