Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001074,0.001074,0.000484,2.2184,1.0,0.001074
Baker,0.000441,0.000441,0.000186,2.3709,1.0,0.000441
Benton,0.001256,0.001256,0.000537,2.3378,1.0,0.001256
Clackamas,0.001115,0.001115,0.000457,2.1977,1.1111,0.001115
Clatsop,0.000461,0.000461,0.000199,2.32,1.0,0.000461
Columbia,0.000517,0.000517,0.000229,2.2563,1.0,0.000517
Coos,0.000743,0.000743,0.000341,2.179,1.0,0.000743
Crook,0.00176,0.00176,0.000779,2.2608,1.0,0.00176
Curry,0.001082,0.001082,0.00048,2.2547,1.0,0.001082
Deschutes,0.001097,0.001097,0.000491,2.2356,1.0,0.001097
Douglas,0.001233,0.001233,0.000487,2.1997,1.1522,0.001233
Gilliam,0.00232,0.00232,0.001046,2.2184,1.0,0.00232
Grant,0.009937,0.009937,0.002223,2.2356,2.0,0.009937
Harney,0.000598,0.000598,0.000271,2.2092,1.0,0.000598
Hood River,0.002596,0.002596,0.001112,2.3344,1.0,0.002596
Jackson,0.001537,0.001537,0.000588,2.2682,1.1518,0.001537
Jefferson,0.000175,0.000175,8.1e-05,2.163,1.0,0.000175
Josephine,0.001103,0.001103,0.000503,2.1937,1.0,0.001103
Klamath,0.001628,0.001628,0.000703,2.3151,1.0,0.001628
Lake,0.000282,0.000282,0.000127,2.2184,1.0,0.000282
Lane,0.00186,0.00186,0.000681,2.2166,1.2333,0.00186
Lincoln,0.000566,0.000566,0.00024,2.3559,1.0,0.000566
Linn,0.001103,0.001103,0.000509,2.1678,1.0,0.001103
Malheur,0.001502,0.001502,0.000654,2.2959,1.0,0.001502
Marion,0.001567,0.001567,0.000589,2.2421,1.186,0.001567
Morrow,0.001372,0.001372,0.000603,2.274,1.0,0.001372
Multnomah,0.001102,0.001102,0.00045,2.2055,1.1094,0.001102
Polk,0.001141,0.001141,0.0005,2.2851,1.0,0.001141
Sherman,0.001246,0.001246,0.000562,2.2184,1.0,0.001246
Tillamook,0.00072,0.00072,0.000296,2.4341,1.0,0.00072
Umatilla,0.001421,0.001421,0.000616,2.3076,1.0,0.001421
Union,0.0018,0.0018,0.000559,2.2998,1.4,0.0018
Wallowa,0.000923,0.000923,0.000416,2.2184,1.0,0.000923
Wasco,0.000961,0.000961,0.000412,2.332,1.0,0.000961
Washington,0.000922,0.000922,0.000372,2.1977,1.1263,0.000922
Wheeler,0.001665,0.001665,0.000751,2.2184,1.0,0.001665
Yamhill,0.001671,0.001671,0.000467,2.1917,1.6333,0.001671
