Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001098,0.001098,0.000466,2.3556,1.0,0.001098
Bear River,Unknown,Unknown,0.000401,2.3556,1.0,0.000946
Central Utah,Unknown,Unknown,0.000244,2.3556,1.0,0.000575
Southeast Utah,Unknown,Unknown,0.000298,2.3556,1.0,0.000703
Southwest Utah,Unknown,Unknown,0.000274,2.3556,1.0,0.000645
TriCounty,Unknown,Unknown,0.000406,2.3556,1.0,0.000957
Weber-Morgan,Unknown,Unknown,0.000731,2.3556,1.0588,0.001822
Davis,0.001461,0.001461,0.000619,2.3599,1.0,0.001461
Salt Lake,0.001289,0.001289,0.000542,2.3789,1.0,0.001289
San Juan,0.002303,0.002303,0.001045,2.2034,1.0,0.002303
Summit,0.001101,0.001101,0.000451,2.4417,1.0,0.001101
Tooele,0.001054,0.001054,0.000443,2.381,1.0,0.001054
Utah,0.00063,0.00063,0.00027,2.3317,1.0,0.00063
Wasatch,0.000762,0.000762,0.000323,2.3621,1.0,0.000762
