Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001214,0.001214,0.000533,2.2765,1.0,0.001214
Adams,0.001389,0.001389,0.000597,2.3258,1.0,0.001389
Alamosa,0.002471,0.002471,0.001109,2.2287,1.0,0.002471
Arapahoe,0.00139,0.00139,0.000509,2.306,1.1851,0.00139
Archuleta,0.000949,0.000949,0.000214,2.22,2.0,0.000949
Baca,0.001254,0.001254,0.000559,2.2451,1.0,0.001254
Bent,0.003184,0.003184,0.000717,2.22,2.0,0.003184
Boulder,0.000909,0.000909,0.000405,2.2467,1.0,0.000909
Broomfield,0.000862,0.000862,0.000383,2.2499,1.0,0.000862
Chaffee,0.001171,0.001171,0.000246,2.384,2.0,0.001171
Cheyenne,0.001243,0.001243,0.000546,2.2765,1.0,0.001243
Clear Creek,0.002469,0.002469,0.000515,2.3951,2.0,0.002469
Conejos,0.00026,0.00026,0.000122,2.131,1.0,0.00026
Costilla,0.007976,0.007976,0.001801,2.2146,2.0,0.007976
Crowley,0.000751,0.000751,0.00033,2.2765,1.0,0.000751
Custer,0.001554,0.001554,0.000592,2.6247,1.0,0.001554
Delta,0.002742,0.002742,0.000642,2.2483,1.9,0.002742
Denver,0.001414,0.001414,0.000583,2.2821,1.0628,0.001414
Dolores,0.001108,0.001108,0.000487,2.2765,1.0,0.001108
Douglas,0.001575,0.001575,0.000347,2.2665,2.0,0.001575
Eagle,0.001099,0.001099,0.000472,2.3294,1.0,0.001099
Elbert,0.002199,0.002199,0.000486,2.2606,2.0,0.002199
El Paso,0.001594,0.001594,0.000584,2.2467,1.2139,0.001594
Fremont,0.002642,0.002642,0.000732,2.2304,1.619,0.002642
Garfield,0.000603,0.000603,0.000266,2.2621,1.0,0.000603
Gilpin,0.001094,0.001094,0.000481,2.2765,1.0,0.001094
Grand,0.000462,0.000462,0.000191,2.4246,1.0,0.000462
Gunnison,0.000128,0.000128,5.7e-05,2.2304,1.0,0.000128
Hinsdale,0.008329,0.008329,0.003659,2.2765,1.0,0.008329
Huerfano,0.000639,0.000639,0.00029,2.2034,1.0,0.000639
Jackson,0.001635,0.001635,0.000718,2.2765,1.0,0.001635
Jefferson,0.00148,0.00148,0.000443,2.2635,1.477,0.00148
Kiowa,0.003238,0.003238,0.001422,2.2765,1.0,0.003238
Kit Carson,0.000321,0.000321,0.000141,2.2765,1.0,0.000321
Lake,0.000589,0.000589,0.000246,2.3951,1.0,0.000589
La Plata,0.001574,0.001574,0.000551,2.3789,1.2,0.001574
Larimer,0.001564,0.001564,0.000686,2.278,1.0,0.001564
Las Animas,0.003437,0.003437,0.000827,2.2665,1.8333,0.003437
Lincoln,0.000399,0.000399,0.000175,2.2765,1.0,0.000399
Logan,0.003061,0.003061,0.000669,2.2863,2.0,0.003061
Mesa,0.001843,0.001843,0.000629,2.289,1.28,0.001843
Mineral,0.005921,0.005921,0.002601,2.2765,1.0,0.005921
Moffat,0.000661,0.000661,0.000301,2.1935,1.0,0.000661
Montezuma,0.004092,0.004092,0.000917,2.232,2.0,0.004092
Montrose,0.000159,0.000159,7e-05,2.2591,1.0,0.000159
Morgan,0.001118,0.001118,0.000482,2.321,1.0,0.001118
Otero,0.000894,0.000894,0.000383,2.3341,1.0,0.000894
Ouray,0.000919,0.000919,0.000404,2.2765,1.0,0.000919
Park,0.001748,0.001748,0.000371,2.3534,2.0,0.001748
Phillips,0.002214,0.002214,0.000938,2.361,1.0,0.002214
Pitkin,0.001025,0.001025,0.00045,2.2765,1.0,0.001025
Prowers,0.004694,0.004694,0.001068,2.1975,2.0,0.004694
Pueblo,0.001478,0.001478,0.000641,2.2403,1.0288,0.001478
Rio Blanco,0.000694,0.000694,0.000316,2.1935,1.0,0.000694
Rio Grande,0.00194,0.00194,0.000799,2.1249,1.1429,0.00194
Routt,0.00124,0.00124,0.000546,2.2708,1.0,0.00124
Saguache,0.004606,0.004606,0.001026,2.2451,2.0,0.004606
San Juan,0.003127,0.003127,0.001374,2.2765,1.0,0.003127
San Miguel,0.001663,0.001663,0.000367,2.2665,2.0,0.001663
Sedgwick,0.001013,0.001013,0.000445,2.2765,1.0,0.001013
Summit,0.000386,0.000386,0.000161,2.3951,1.0,0.000386
Teller,0.001224,0.001224,0.000276,2.22,2.0,0.001224
Washington,0.001453,0.001453,0.000611,2.3769,1.0,0.001453
Weld,0.002744,0.002744,0.000851,2.2996,1.4031,0.002744
Yuma,0.000948,0.000948,0.000399,2.3737,1.0,0.000948
