Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001269,0.001269,0.000577,2.1997,1.0,0.001269
Atlantic,0.001818,0.001818,0.000796,2.2824,1.0,0.001818
Bergen,0.001351,0.001351,0.00061,2.2129,1.0,0.001351
Burlington,0.001546,0.001546,0.000692,2.2356,1.0,0.001546
Camden,0.001546,0.001546,0.000691,2.2372,1.0,0.001546
Cape May,0.001515,0.001515,0.000684,2.2129,1.0,0.001515
Cumberland,0.001479,0.001479,0.000669,2.2111,1.0,0.001479
Essex,0.000998,0.000998,0.000454,2.1977,1.0,0.000998
Gloucester,0.001543,0.001543,0.000686,2.2501,1.0,0.001543
Hudson,0.001032,0.001032,0.000473,2.1812,1.0,0.001032
Hunterdon,0.001071,0.001071,0.000474,2.2578,1.0,0.001071
Mercer,0.001324,0.001324,0.000601,2.2016,1.0,0.001324
Middlesex,0.001322,0.001322,0.000589,2.2437,1.0,0.001322
Monmouth,0.001375,0.001375,0.000619,2.2219,1.0,0.001375
Morris,0.001223,0.001223,0.000551,2.2202,1.0,0.001223
Ocean,0.001302,0.001302,0.000591,2.2016,1.0,0.001302
Passaic,0.001233,0.001233,0.000562,2.1937,1.0,0.001233
Salem,0.003117,0.003117,0.00101,2.2405,1.3778,0.003117
Somerset,0.001166,0.001166,0.00052,2.2437,1.0,0.001166
Sussex,0.000743,0.000743,0.000335,2.2219,1.0,0.000743
Union,0.00106,0.00106,0.000478,2.2166,1.0,0.00106
Warren,0.001033,0.001033,0.000465,2.2184,1.0,0.001033
