Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.002919,0.002919,0.001176,2.2593,1.099,0.002919
Adair,0.011774,0.011774,0.002448,2.4052,2.0,0.011774
Allen,0.006726,0.006726,0.001501,2.4569,1.8235,0.006726
Anderson,0.002656,0.002656,0.001143,2.2306,1.0417,0.002656
Ballard,0.004463,0.004463,0.001268,2.347,1.5,0.004463
Barren,0.006231,0.006231,0.002034,2.2372,1.3692,0.006231
Bath,0.004325,0.004325,0.0016,2.1341,1.2667,0.004325
Bell,0.003979,0.003979,0.001421,2.3332,1.2,0.003979
Boone,0.003154,0.003154,0.001362,2.3151,1.0,0.003154
Bourbon,0.002078,0.002078,0.000809,2.2271,1.1538,0.002078
Boyd,0.004562,0.004562,0.001969,2.2148,1.046,0.004562
Boyle,0.001686,0.001686,0.000765,2.2036,1.0,0.001686
Bracken,0.005442,0.005442,0.001204,2.2593,2.0,0.005442
Breathitt,0.002461,0.002461,0.001108,2.2202,1.0,0.002461
Breckinridge,0.001554,0.001554,0.000684,2.2725,1.0,0.001554
Bullitt,0.003032,0.003032,0.00109,2.2768,1.2222,0.003032
Butler,0.008448,0.008448,0.001863,2.2667,2.0,0.008448
Caldwell,0.001586,0.001586,0.000706,2.2469,1.0,0.001586
Calloway,0.004138,0.004138,0.000974,2.2959,1.85,0.004138
Campbell,0.002154,0.002154,0.00094,2.2906,1.0,0.002154
Carlisle,0.000922,0.000922,0.00042,2.1937,1.0,0.000922
Carroll,0.003147,0.003147,0.001317,2.3894,1.0,0.003147
Carter,0.001727,0.001727,0.000784,2.2036,1.0,0.001727
Casey,0.00185,0.00185,0.000805,2.2998,1.0,0.00185
Christian,0.002217,0.002217,0.00088,2.148,1.1731,0.002217
Clark,0.004782,0.004782,0.001792,2.3344,1.1429,0.004782
Clay,0.00183,0.00183,0.000754,2.2547,1.0769,0.00183
Clinton,0.00934,0.00934,0.002936,2.3037,1.381,0.00934
Crittenden,0.001544,0.001544,0.000681,2.2667,1.0,0.001544
Cumberland,0.003416,0.003416,0.000756,2.2593,2.0,0.003416
Daviess,0.002431,0.002431,0.001044,2.3285,1.0,0.002431
Edmonson,0.003506,0.003506,0.000988,2.2593,1.5714,0.003506
Elliott,0.006672,0.006672,0.002927,2.2796,1.0,0.006672
Estill,0.002112,0.002112,0.000922,2.2919,1.0,0.002112
Fayette,0.002314,0.002314,0.001037,2.2323,1.0,0.002314
Fleming,0.002442,0.002442,0.000823,2.1582,1.375,0.002442
Floyd,0.003365,0.003365,0.001293,2.2563,1.1538,0.003365
Franklin,0.005929,0.005929,0.001471,2.179,1.85,0.005929
Fulton,0.003411,0.003411,0.00134,2.1812,1.1667,0.003411
Gallatin,0.004166,0.004166,0.00124,2.3515,1.4286,0.004166
Garrard,0.003897,0.003897,0.001698,2.2946,1.0,0.003897
Grant,0.002122,0.002122,0.000917,2.3126,1.0,0.002122
Graves,0.000963,0.000963,0.000456,2.1118,1.0,0.000963
Grayson,0.000559,0.000559,0.000265,2.1118,1.0,0.000559
Green,0.009232,0.009232,0.002102,2.1957,2.0,0.009232
Greenup,0.004891,0.004891,0.00208,2.3515,1.0,0.004891
Hancock,0.001037,0.001037,0.000459,2.2608,1.0,0.001037
Hardin,0.00252,0.00252,0.000901,2.2593,1.2375,0.00252
Harlan,0.004882,0.004882,0.001538,2.1977,1.4444,0.004882
Harrison,0.001807,0.001807,0.000741,2.2501,1.0833,0.001807
Hart,0.002527,0.002527,0.001103,2.2906,1.0,0.002527
Henderson,0.002295,0.002295,0.000841,2.2879,1.1935,0.002295
Henry,0.004508,0.004508,0.001302,2.2501,1.5385,0.004508
Hickman,0.005364,0.005364,0.002283,2.0884,1.125,0.005364
Hopkins,0.004121,0.004121,0.001589,2.2972,1.129,0.004121
Jackson,0.003098,0.003098,0.001125,2.163,1.2727,0.003098
Jefferson,0.003395,0.003395,0.001256,2.3212,1.1646,0.003395
Jessamine,0.002147,0.002147,0.000961,2.2339,1.0,0.002147
Johnson,0.003561,0.003561,0.001577,2.2578,1.0,0.003561
Kenton,0.003574,0.003574,0.00079,2.2608,2.0,0.003574
Knott,0.007561,0.007561,0.001689,2.2389,2.0,0.007561
Knox,0.002181,0.002181,0.000803,2.1506,1.2632,0.002181
Larue,0.002497,0.002497,0.001111,2.2469,1.0,0.002497
Laurel,0.003095,0.003095,0.001381,2.2405,1.0,0.003095
Lawrence,0.002212,0.002212,0.000849,2.1724,1.2,0.002212
Lee,0.002785,0.002785,0.001081,2.2092,1.1667,0.002785
Leslie,0.002275,0.002275,0.001012,2.2469,1.0,0.002275
Letcher,0.002053,0.002053,0.000742,2.2129,1.25,0.002053
Lewis,0.004574,0.004574,0.001808,2.3101,1.0952,0.004574
Lincoln,0.004193,0.004193,0.001344,2.2421,1.3913,0.004193
Livingston,0.000983,0.000983,0.000435,2.2593,1.0,0.000983
Logan,0.004481,0.004481,0.001439,2.2946,1.3571,0.004481
Lyon,0.001373,0.001373,0.000609,2.2547,1.0,0.001373
McCracken,0.001415,0.001415,0.000642,2.2036,1.0,0.001415
McCreary,0.001573,0.001573,0.000696,2.2593,1.0,0.001573
McLean,0.005292,0.005292,0.001195,2.2148,2.0,0.005292
Madison,0.002933,0.002933,0.001215,2.1977,1.098,0.002933
Magoffin,0.00245,0.00245,0.000576,2.1281,2.0,0.00245
Marion,0.003917,0.003917,0.001141,2.2879,1.5,0.003917
Marshall,0.001916,0.001916,0.000611,2.2653,1.3846,0.001916
Martin,0.001162,0.001162,0.000536,2.1678,1.0,0.001162
Mason,0.001821,0.001821,0.00082,2.2202,1.0,0.001821
Meade,0.004107,0.004107,0.00126,2.3285,1.4,0.004107
Menifee,0.0052,0.0052,0.002003,2.163,1.2,0.0052
Mercer,0.005027,0.005027,0.001277,2.1876,1.8,0.005027
Metcalfe,0.007884,0.007884,0.001986,2.2985,1.7273,0.007884
Monroe,0.001724,0.001724,0.000751,2.2946,1.0,0.001724
Montgomery,0.004409,0.004409,0.001456,2.2711,1.3333,0.004409
Morgan,0.004484,0.004484,0.002104,2.1311,1.0,0.004484
Muhlenberg,0.006185,0.006185,0.001372,2.2547,2.0,0.006185
Nelson,0.003801,0.003801,0.001276,2.2593,1.3182,0.003801
Nicholas,0.006291,0.006291,0.001376,2.2865,2.0,0.006291
Ohio,0.000949,0.000949,0.000417,2.2768,1.0,0.000949
Oldham,0.003,0.003,0.001332,2.2516,1.0,0.003
Owen,0.000829,0.000829,0.000367,2.2593,1.0,0.000829
Owsley,0.003363,0.003363,0.001133,2.2271,1.3333,0.003363
Pendleton,0.002812,0.002812,0.001234,2.2796,1.0,0.002812
Perry,0.004832,0.004832,0.001825,2.2453,1.1795,0.004832
Pike,0.001595,0.001595,0.000726,2.1977,1.0,0.001595
Powell,0.006023,0.006023,0.002508,2.3212,1.0345,0.006023
Pulaski,0.002195,0.002195,0.000754,2.1833,1.3333,0.002195
Robertson,0.002194,0.002194,0.000949,2.3126,1.0,0.002194
Rockcastle,0.004367,0.004367,0.001737,2.3344,1.0769,0.004367
Rowan,0.005544,0.005544,0.001799,2.2219,1.3871,0.005544
Russell,0.008842,0.008842,0.002567,2.2202,1.5517,0.008842
Scott,0.003094,0.003094,0.001088,2.1917,1.2979,0.003094
Shelby,0.002089,0.002089,0.000898,2.3273,1.0,0.002089
Simpson,0.004539,0.004539,0.001885,2.2667,1.0625,0.004539
Spencer,0.002552,0.002552,0.001034,2.339,1.0556,0.002552
Taylor,0.003677,0.003677,0.001591,2.3113,1.0,0.003677
Todd,0.005513,0.005513,0.00122,2.2593,2.0,0.005513
Trigg,0.009476,0.009476,0.002389,2.2166,1.7895,0.009476
Trimble,0.004046,0.004046,0.001299,2.1812,1.4286,0.004046
Union,0.028055,0.028055,0.005772,2.4304,2.0,0.028055
Warren,0.004315,0.004315,0.001528,2.2932,1.2317,0.004315
Washington,0.003637,0.003637,0.001571,2.3151,1.0,0.003637
Wayne,0.004431,0.004431,0.001771,2.1453,1.1667,0.004431
Webster,0.007774,0.007774,0.0017,2.3954,1.9091,0.007774
Whitley,0.001943,0.001943,0.000882,2.2016,1.0,0.001943
Wolfe,0.00761,0.00761,0.002096,2.3344,1.5556,0.00761
Woodford,0.002121,0.002121,0.000973,2.1812,1.0,0.002121
