Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.000978,0.000978,0.000442,2.2129,1.0,0.000978
Allegany,0.003142,0.003142,0.000852,2.1876,1.6857,0.003142
Anne Arundel,0.000928,0.000928,0.000413,2.2485,1.0,0.000928
Baltimore,0.000889,0.000889,0.000398,2.2356,1.0,0.000889
Calvert,0.000847,0.000847,0.000303,2.1768,1.2857,0.000847
Caroline,0.000988,0.000988,0.000419,2.1768,1.0833,0.000988
Carroll,0.000859,0.000859,0.00038,2.2608,1.0,0.000859
Cecil,0.001224,0.001224,0.000438,2.2254,1.2571,0.001224
Charles,0.000796,0.000796,0.000361,2.2036,1.0,0.000796
Dorchester,0.001181,0.001181,0.000532,2.2184,1.0,0.001181
Frederick,0.000998,0.000998,0.000443,2.2516,1.0,0.000998
Garrett,0.001687,0.001687,0.000724,2.2148,1.0526,0.001687
Harford,0.000901,0.000901,0.000407,2.2129,1.0,0.000901
Howard,0.000938,0.000938,0.000418,2.2453,1.0,0.000938
Kent,0.000791,0.000791,0.00036,2.1937,1.0,0.000791
Montgomery,0.001102,0.001102,0.000493,2.2356,1.0,0.001102
Prince George's,0.001059,0.001059,0.000473,2.2389,1.0,0.001059
Queen Anne's,0.000623,0.000623,0.000278,2.2421,1.0,0.000623
St. Mary's,0.000605,0.000605,0.000273,2.2148,1.0,0.000605
Somerset,0.000866,0.000866,0.00039,2.2184,1.0,0.000866
Talbot,0.00079,0.00079,0.00035,2.2593,1.0,0.00079
Washington,0.000718,0.000718,0.000331,2.1701,1.0,0.000718
Wicomico,0.000849,0.000849,0.000386,2.1997,1.0,0.000849
Worcester,0.000897,0.000897,0.000402,2.2339,1.0,0.000897
Baltimore City,0.001227,0.001227,0.000554,2.2129,1.0,0.001227
