Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.002252,0.002252,0.000812,2.347,1.1824,0.002252
Adams,0.001497,0.001497,0.000638,2.347,1.0,0.001497
Antelope,0.000745,0.000745,0.000318,2.347,1.0,0.000745
Arthur,0.005069,0.005069,0.00216,2.347,1.0,0.005069
Banner,0.006301,0.006301,0.002685,2.347,1.0,0.006301
Blaine,0.005047,0.005047,0.002151,2.347,1.0,0.005047
Boone,0.017177,0.017177,0.003659,2.347,2.0,0.017177
Box Butte,0.001959,0.001959,0.000835,2.347,1.0,0.001959
Boyd,0.007338,0.007338,0.003127,2.347,1.0,0.007338
Brown,0.001588,0.001588,0.000677,2.347,1.0,0.001588
Buffalo,0.002487,0.002487,0.001047,2.3751,1.0,0.002487
Burt,0.00188,0.00188,0.000774,2.4286,1.0,0.00188
Butler,0.001431,0.001431,0.000624,2.2946,1.0,0.001431
Cass,0.001386,0.001386,0.00061,2.274,1.0,0.001386
Cedar,0.002514,0.002514,0.001071,2.347,1.0,0.002514
Chase,0.004785,0.004785,0.001019,2.347,2.0,0.004785
Cherry,0.001195,0.001195,0.000527,2.2667,1.0,0.001195
Cheyenne,0.001325,0.001325,0.000561,2.3613,1.0,0.001325
Clay,0.001513,0.001513,0.000645,2.347,1.0,0.001513
Colfax,0.001237,0.001237,0.000467,2.6485,1.0,0.001237
Cuming,0.001061,0.001061,0.000452,2.347,1.0,0.001061
Custer,0.000871,0.000871,0.000371,2.347,1.0,0.000871
Dakota,0.003281,0.003281,0.001398,2.347,1.0,0.003281
Dawes,0.000273,0.000273,0.000116,2.347,1.0,0.000273
Dawson,0.001701,0.001701,0.00072,2.3613,1.0,0.001701
Deuel,0.001308,0.001308,0.000557,2.347,1.0,0.001308
Dixon,0.000416,0.000416,0.000177,2.347,1.0,0.000416
Dodge,0.0017,0.0017,0.000738,2.3024,1.0,0.0017
Douglas,0.001833,0.001833,0.000788,2.3273,1.0,0.001833
Dundy,0.005545,0.005545,0.002363,2.347,1.0,0.005545
Fillmore,0.00043,0.00043,0.000183,2.347,1.0,0.00043
Franklin,0.004727,0.004727,0.002014,2.347,1.0,0.004727
Frontier,0.003574,0.003574,0.001523,2.347,1.0,0.003574
Furnas,0.003513,0.003513,0.001497,2.347,1.0,0.003513
Gage,0.0036,0.0036,0.001534,2.347,1.0,0.0036
Garden,0.002555,0.002555,0.001089,2.347,1.0,0.002555
Garfield,0.002384,0.002384,0.001016,2.347,1.0,0.002384
Gosper,0.002359,0.002359,0.001005,2.347,1.0,0.002359
Grant,0.003767,0.003767,0.001605,2.347,1.0,0.003767
Greeley,0.001992,0.001992,0.000849,2.347,1.0,0.001992
Hall,0.00265,0.00265,0.001141,2.3225,1.0,0.00265
Hamilton,0.021647,0.021647,0.004719,2.347,1.9545,0.021647
Harlan,0.001389,0.001389,0.000592,2.347,1.0,0.001389
Hayes,0.002546,0.002546,0.001085,2.347,1.0,0.002546
Hitchcock,0.003399,0.003399,0.001448,2.347,1.0,0.003399
Holt,0.00223,0.00223,0.000993,2.2453,1.0,0.00223
Hooker,0.006883,0.006883,0.002933,2.347,1.0,0.006883
Howard,0.003746,0.003746,0.001396,2.347,1.1429,0.003746
Jefferson,0.000999,0.000999,0.000426,2.347,1.0,0.000999
Johnson,0.000463,0.000463,0.000197,2.347,1.0,0.000463
Kearney,0.006866,0.006866,0.002925,2.347,1.0,0.006866
Keith,0.00409,0.00409,0.000871,2.347,2.0,0.00409
Keya Paha,0.002912,0.002912,0.001241,2.347,1.0,0.002912
Kimball,0.003877,0.003877,0.000826,2.347,2.0,0.003877
Knox,0.00169,0.00169,0.00072,2.347,1.0,0.00169
Lancaster,0.002092,0.002092,0.000887,2.3592,1.0,0.002092
Lincoln,0.002283,0.002283,0.000974,2.3447,1.0,0.002283
Logan,0.006275,0.006275,0.002674,2.347,1.0,0.006275
Loup,0.003535,0.003535,0.001506,2.347,1.0,0.003535
McPherson,0.004751,0.004751,0.002024,2.347,1.0,0.004751
Madison,0.002244,0.002244,0.000855,2.6252,1.0,0.002244
Merrick,0.001454,0.001454,0.000645,2.2547,1.0,0.001454
Morrill,0.000506,0.000506,0.000215,2.347,1.0,0.000506
Nance,0.00686,0.00686,0.002558,2.347,1.1429,0.00686
Nemaha,0.000673,0.000673,0.000287,2.347,1.0,0.000673
Nuckolls,0.001132,0.001132,0.000482,2.347,1.0,0.001132
Otoe,0.000769,0.000769,0.000312,2.462,1.0,0.000769
Pawnee,0.003593,0.003593,0.001531,2.347,1.0,0.003593
Perkins,0.001624,0.001624,0.000692,2.347,1.0,0.001624
Phelps,0.003897,0.003897,0.00166,2.347,1.0,0.003897
Pierce,0.002375,0.002375,0.000979,2.425,1.0,0.002375
Platte,0.001368,0.001368,0.000568,2.409,1.0,0.001368
Polk,0.001801,0.001801,0.000767,2.347,1.0,0.001801
Red Willow,0.000875,0.000875,0.000373,2.347,1.0,0.000875
Richardson,0.001194,0.001194,0.000509,2.347,1.0,0.001194
Rock,0.00173,0.00173,0.000737,2.347,1.0,0.00173
Saline,0.002151,0.002151,0.000914,2.3537,1.0,0.002151
Sarpy,0.001411,0.001411,0.000609,2.3163,1.0,0.001411
Saunders,0.001258,0.001258,0.00051,2.4687,1.0,0.001258
Scotts Bluff,0.004135,0.004135,0.001797,2.3011,1.0,0.004135
Seward,0.000951,0.000951,0.000405,2.347,1.0,0.000951
Sheridan,0.003132,0.003132,0.001334,2.347,1.0,0.003132
Sherman,0.002346,0.002346,0.001,2.347,1.0,0.002346
Sioux,0.002013,0.002013,0.000858,2.347,1.0,0.002013
Stanton,0.000396,0.000396,0.000169,2.347,1.0,0.000396
Thayer,0.000938,0.000938,0.0004,2.347,1.0,0.000938
Thomas,0.003251,0.003251,0.001385,2.347,1.0,0.003251
Thurston,0.007472,0.007472,0.003184,2.347,1.0,0.007472
Valley,0.001129,0.001129,0.000481,2.347,1.0,0.001129
Washington,0.000886,0.000886,0.000386,2.2946,1.0,0.000886
Wayne,0.00025,0.00025,0.000107,2.347,1.0,0.00025
Webster,0.002692,0.002692,0.001147,2.347,1.0,0.002692
Wheeler,0.002997,0.002997,0.001277,2.347,1.0,0.002997
