Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001195,0.001195,0.000517,2.3088,1.0,0.001195
Adams,0.001491,0.001491,0.000615,2.3088,1.05,0.001491
Allen,0.001449,0.001449,0.000627,2.3088,1.0,0.001449
Bartholomew,0.001654,0.001654,0.000716,2.3088,1.0,0.001654
Benton,0.002111,0.002111,0.000914,2.3088,1.0,0.002111
Blackford,0.001178,0.001178,0.00051,2.3088,1.0,0.001178
Boone,0.000516,0.000516,0.000206,2.3088,1.0833,0.000516
Brown,0.001224,0.001224,0.000265,2.3088,2.0,0.001224
Carroll,0.00114,0.00114,0.000494,2.3088,1.0,0.00114
Cass,0.001164,0.001164,0.000504,2.3088,1.0,0.001164
Clark,0.002322,0.002322,0.001006,2.3088,1.0,0.002322
Clay,0.000528,0.000528,0.000229,2.3088,1.0,0.000528
Clinton,0.006687,0.006687,0.00213,2.3088,1.36,0.006687
Crawford,0.000218,0.000218,9.5e-05,2.3088,1.0,0.000218
Daviess,0.001038,0.001038,0.00045,2.3088,1.0,0.001038
Dearborn,0.001608,0.001608,0.000627,2.3088,1.1111,0.001608
Decatur,0.000956,0.000956,0.000414,2.3088,1.0,0.000956
DeKalb,0.001168,0.001168,0.000506,2.3088,1.0,0.001168
Delaware,0.000728,0.000728,0.000315,2.3088,1.0,0.000728
Dubois,0.001621,0.001621,0.000702,2.3088,1.0,0.001621
Elkhart,0.000996,0.000996,0.000431,2.3088,1.0,0.000996
Fayette,0.003623,0.003623,0.001299,2.3088,1.2083,0.003623
Floyd,0.001705,0.001705,0.000739,2.3088,1.0,0.001705
Fountain,0.00113,0.00113,0.000489,2.3088,1.0,0.00113
Franklin,0.000812,0.000812,0.000352,2.3088,1.0,0.000812
Fulton,0.000925,0.000925,0.000401,2.3088,1.0,0.000925
Gibson,0.001166,0.001166,0.000505,2.3088,1.0,0.001166
Grant,0.001334,0.001334,0.000578,2.3088,1.0,0.001334
Greene,0.002634,0.002634,0.001034,2.3088,1.1034,0.002634
Hamilton,0.001031,0.001031,0.000447,2.3088,1.0,0.001031
Hancock,0.001211,0.001211,0.000525,2.3088,1.0,0.001211
Harrison,0.002166,0.002166,0.000938,2.3088,1.0,0.002166
Hendricks,0.000813,0.000813,0.000352,2.3088,1.0,0.000813
Henry,0.001733,0.001733,0.00075,2.3088,1.0,0.001733
Howard,0.001497,0.001497,0.000545,2.3088,1.1892,0.001497
Huntington,0.001644,0.001644,0.000712,2.3088,1.0,0.001644
Jackson,0.001044,0.001044,0.000452,2.3088,1.0,0.001044
Jasper,0.001445,0.001445,0.000626,2.3088,1.0,0.001445
Jay,0.003276,0.003276,0.001419,2.3088,1.0,0.003276
Jefferson,0.001215,0.001215,0.000526,2.3088,1.0,0.001215
Jennings,0.000749,0.000749,0.000324,2.3088,1.0,0.000749
Johnson,0.001066,0.001066,0.000462,2.3088,1.0,0.001066
Knox,0.002524,0.002524,0.001093,2.3088,1.0,0.002524
Kosciusko,0.00182,0.00182,0.000667,2.3088,1.1818,0.00182
LaGrange,0.001166,0.001166,0.000252,2.3088,2.0,0.001166
Lake,0.001194,0.001194,0.000517,2.3088,1.0,0.001194
LaPorte,0.00103,0.00103,0.000446,2.3088,1.0,0.00103
Lawrence,0.001069,0.001069,0.000463,2.3088,1.0,0.001069
Madison,0.001426,0.001426,0.000617,2.3088,1.0,0.001426
Marion,0.00106,0.00106,0.000459,2.3088,1.0,0.00106
Marshall,0.000849,0.000849,0.000368,2.3088,1.0,0.000849
Martin,0.000901,0.000901,0.00039,2.3088,1.0,0.000901
Miami,0.000845,0.000845,0.000366,2.3088,1.0,0.000845
Monroe,0.000607,0.000607,0.000263,2.3088,1.0,0.000607
Montgomery,0.001566,0.001566,0.000678,2.3088,1.0,0.001566
Morgan,0.001081,0.001081,0.000468,2.3088,1.0,0.001081
Newton,0.007265,0.007265,0.001573,2.3088,2.0,0.007265
Noble,0.001396,0.001396,0.000461,2.3088,1.3125,0.001396
Ohio,0.001572,0.001572,0.000681,2.3088,1.0,0.001572
Orange,0.001998,0.001998,0.000865,2.3088,1.0,0.001998
Owen,0.000777,0.000777,0.000337,2.3088,1.0,0.000777
Parke,0.001227,0.001227,0.000531,2.3088,1.0,0.001227
Perry,0.000482,0.000482,0.000209,2.3088,1.0,0.000482
Pike,0.000745,0.000745,0.000323,2.3088,1.0,0.000745
Porter,0.001152,0.001152,0.000499,2.3088,1.0,0.001152
Posey,0.000817,0.000817,0.000354,2.3088,1.0,0.000817
Pulaski,0.001962,0.001962,0.000567,2.3088,1.5,0.001962
Putnam,0.000983,0.000983,0.000426,2.3088,1.0,0.000983
Randolph,0.000281,0.000281,0.000122,2.3088,1.0,0.000281
Ripley,0.001875,0.001875,0.000812,2.3088,1.0,0.001875
Rush,0.004177,0.004177,0.000905,2.3088,2.0,0.004177
St. Joseph,0.001096,0.001096,0.000475,2.3088,1.0,0.001096
Scott,0.002234,0.002234,0.000922,2.3088,1.05,0.002234
Shelby,0.001755,0.001755,0.00076,2.3088,1.0,0.001755
Spencer,0.001281,0.001281,0.000493,2.3088,1.125,0.001281
Starke,0.000803,0.000803,0.000348,2.3088,1.0,0.000803
Steuben,0.000801,0.000801,0.000347,2.3088,1.0,0.000801
Sullivan,0.00067,0.00067,0.00029,2.3088,1.0,0.00067
Switzerland,0.000215,0.000215,9.3e-05,2.3088,1.0,0.000215
Tippecanoe,0.000932,0.000932,0.000404,2.3088,1.0,0.000932
Tipton,0.000762,0.000762,0.00033,2.3088,1.0,0.000762
Union,0.001637,0.001637,0.000709,2.3088,1.0,0.001637
Vanderburgh,0.001018,0.001018,0.000441,2.3088,1.0,0.001018
Vermillion,0.00149,0.00149,0.000645,2.3088,1.0,0.00149
Vigo,0.00121,0.00121,0.000504,2.3088,1.0392,0.00121
Wabash,0.001639,0.001639,0.00071,2.3088,1.0,0.001639
Warren,0.000279,0.000279,0.000121,2.3088,1.0,0.000279
Warrick,0.001847,0.001847,0.000571,2.3088,1.4,0.001847
Washington,0.000824,0.000824,0.000357,2.3088,1.0,0.000824
Wayne,0.002523,0.002523,0.001093,2.3088,1.0,0.002523
Wells,0.002285,0.002285,0.00099,2.3088,1.0,0.002285
White,0.002203,0.002203,0.000954,2.3088,1.0,0.002203
Whitley,0.001699,0.001699,0.000736,2.3088,1.0,0.001699
