Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001158,0.001158,0.000517,2.2403,1.0,0.001158
Alamance,0.001402,0.001402,0.000631,2.2217,1.0,0.001402
Alexander,0.000599,0.000599,0.000267,2.2451,1.0,0.000599
Alleghany,0.00538,0.00538,0.001077,2.4966,2.0,0.00538
Anson,0.000893,0.000893,0.000409,2.1832,1.0,0.000893
Ashe,0.000502,0.000502,0.000221,2.2751,1.0,0.000502
Avery,0.000391,0.000391,0.000171,2.2863,1.0,0.000391
Beaufort,0.002518,0.002518,0.000958,2.3305,1.1282,0.002518
Bertie,0.001304,0.001304,0.000581,2.2467,1.0,0.001304
Bladen,0.001153,0.001153,0.00052,2.22,1.0,0.001153
Brunswick,0.000839,0.000839,0.000371,2.2621,1.0,0.000839
Buncombe,0.000834,0.000834,0.000371,2.2467,1.0,0.000834
Burke,0.000935,0.000935,0.00042,2.2269,1.0,0.000935
Cabarrus,0.001266,0.001266,0.000564,2.2467,1.0,0.001266
Caldwell,0.001861,0.001861,0.00084,2.2164,1.0,0.001861
Camden,0.001568,0.001568,0.000552,2.2723,1.25,0.001568
Carteret,0.000878,0.000878,0.000374,2.2514,1.0417,0.000878
Caswell,0.004175,0.004175,0.000929,2.2467,2.0,0.004175
Catawba,0.001603,0.001603,0.000708,2.2635,1.0,0.001603
Chatham,0.001176,0.001176,0.000524,2.2451,1.0,0.001176
Cherokee,7.7e-05,7.7e-05,3.5e-05,2.2034,1.0,7.7e-05
Chowan,0.001808,0.001808,0.000789,2.2917,1.0,0.001808
Clay,0.004398,0.004398,0.000979,2.2451,2.0,0.004398
Cleveland,0.001058,0.001058,0.00048,2.2053,1.0,0.001058
Columbus,0.000951,0.000951,0.000342,2.3161,1.2,0.000951
Craven,0.0007,0.0007,0.000323,2.1653,1.0,0.0007
Cumberland,0.001146,0.001146,0.000507,2.2621,1.0,0.001146
Currituck,0.00187,0.00187,0.000612,2.2903,1.3333,0.00187
Dare,0.002624,0.002624,0.000811,2.3444,1.381,0.002624
Davidson,0.001467,0.001467,0.000644,2.2765,1.0,0.001467
Davie,0.002563,0.002563,0.00112,2.2876,1.0,0.002563
Duplin,0.000834,0.000834,0.000375,2.2269,1.0,0.000834
Durham,0.001413,0.001413,0.000635,2.2269,1.0,0.001413
Edgecombe,0.00118,0.00118,0.000525,2.2499,1.0,0.00118
Forsyth,0.001153,0.001153,0.000515,2.237,1.0,0.001153
Franklin,0.000477,0.000477,0.000215,2.2146,1.0,0.000477
Gaston,0.001113,0.001113,0.00049,2.2723,1.0,0.001113
Gates,0.000805,0.000805,0.000346,2.3258,1.0,0.000805
Graham,0.000546,0.000546,0.000237,2.306,1.0,0.000546
Granville,0.001289,0.001289,0.000579,2.2252,1.0,0.001289
Greene,0.001066,0.001066,0.000475,2.2451,1.0,0.001066
Guilford,0.001119,0.001119,0.000506,2.209,1.0,0.001119
Halifax,0.002753,0.002753,0.00088,2.3282,1.3438,0.002753
Harnett,0.000767,0.000767,0.000346,2.2182,1.0,0.000767
Haywood,0.001144,0.001144,0.000497,2.2996,1.0,0.001144
Henderson,0.00103,0.00103,0.000468,2.1995,1.0,0.00103
Hertford,0.001265,0.001265,0.000549,2.3035,1.0,0.001265
Hoke,0.001227,0.001227,0.000543,2.2591,1.0,0.001227
Hyde,0.003663,0.003663,0.00081,2.2606,2.0,0.003663
Iredell,0.001424,0.001424,0.000638,2.232,1.0,0.001424
Jackson,0.001811,0.001811,0.000797,2.2737,1.0,0.001811
Johnston,0.001337,0.001337,0.000588,2.2751,1.0,0.001337
