Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001622,0.001622,0.00071,2.2835,1.0,0.001622
Adams,0.002103,0.002103,0.000643,2.181,1.5,0.002103
Ashland,0.001874,0.001874,0.000835,2.2435,1.0,0.001874
Barron,0.001317,0.001317,0.000575,2.2917,1.0,0.001317
Bayfield,0.00055,0.00055,0.000266,2.0684,1.0,0.00055
Brown,0.001738,0.001738,0.000756,2.2983,1.0,0.001738
Buffalo,0.000916,0.000916,0.000384,2.3871,1.0,0.000916
Burnett,0.001303,0.001303,0.000584,2.232,1.0,0.001303
Calumet,0.000588,0.000588,0.00026,2.2665,1.0,0.000588
Chippewa,0.001114,0.001114,0.000495,2.2514,1.0,0.001114
Clark,0.002022,0.002022,0.000863,2.3433,1.0,0.002022
Columbia,0.002393,0.002393,0.001008,2.2903,1.0364,0.002393
Crawford,0.001971,0.001971,0.000744,2.1676,1.2222,0.001971
Dane,0.001721,0.001721,0.000755,2.278,1.0,0.001721
Dodge,0.002221,0.002221,0.000968,2.2956,1.0,0.002221
Door,0.00308,0.00308,0.000831,2.3577,1.5714,0.00308
Douglas,0.001093,0.001093,0.000487,2.2451,1.0,0.001093
Dunn,0.001536,0.001536,0.000661,2.3222,1.0,0.001536
Eau Claire,0.001397,0.001397,0.000602,2.3197,1.0,0.001397
Florence,0.002127,0.002127,0.000931,2.2835,1.0,0.002127
Fond du Lac,0.002017,0.002017,0.000677,2.2451,1.3269,0.002017
Forest,0.009373,0.009373,0.001999,2.3444,2.0,0.009373
Grant,0.001649,0.001649,0.000719,2.293,1.0,0.001649
Green,0.005099,0.005099,0.001272,2.3534,1.7037,0.005099
Green Lake,0.001859,0.001859,0.000846,2.1975,1.0,0.001859
Iowa,0.001295,0.001295,0.000591,2.1895,1.0,0.001295
Iron,0.001985,0.001985,0.000879,2.2576,1.0,0.001985
Jackson,0.002657,0.002657,0.001066,2.4926,1.0,0.002657
Jefferson,0.001614,0.001614,0.000661,2.265,1.0784,0.001614
Juneau,0.001782,0.001782,0.000749,2.253,1.0556,0.001782
Kenosha,0.001438,0.001438,0.000631,2.2794,1.0,0.001438
Kewaunee,0.000787,0.000787,0.000343,2.297,1.0,0.000787
La Crosse,0.001942,0.001942,0.000822,2.3632,1.0,0.001942
Lafayette,0.004868,0.004868,0.00102,2.3861,2.0,0.004868
Langlade,0.001052,0.001052,0.000469,2.2419,1.0,0.001052
Lincoln,0.002606,0.002606,0.00116,2.2467,1.0,0.002606
Manitowoc,0.001175,0.001175,0.000506,2.3197,1.0,0.001175
Marathon,0.002358,0.002358,0.001054,2.237,1.0,0.002358
Marinette,0.002785,0.002785,0.00119,2.341,1.0,0.002785
Marquette,0.000695,0.000695,0.000321,2.1653,1.0,0.000695
Menominee,0.004181,0.004181,0.001756,2.381,1.0,0.004181
Milwaukee,0.001742,0.001742,0.000757,2.3009,1.0,0.001742
Monroe,0.001644,0.001644,0.000649,2.1853,1.16,0.001644
Oconto,0.002885,0.002885,0.000738,2.3161,1.6875,0.002885
Oneida,0.003097,0.003097,0.000927,2.297,1.4545,0.003097
Outagamie,0.000987,0.000987,0.000431,2.2903,1.0,0.000987
Ozaukee,0.00147,0.00147,0.000616,2.3398,1.0189,0.00147
Pepin,0.002583,0.002583,0.000823,2.5098,1.25,0.002583
Pierce,0.00064,0.00064,0.000281,2.2807,1.0,0.00064
Polk,0.001481,0.001481,0.00064,2.3161,1.0,0.001481
Portage,0.002633,0.002633,0.00089,2.2903,1.2917,0.002633
Price,0.003998,0.003998,0.001648,2.4264,1.0,0.003998
Racine,0.001189,0.001189,0.00053,2.2451,1.0,0.001189
Richland,0.002892,0.002892,0.000985,2.2014,1.3333,0.002892
Rock,0.002137,0.002137,0.00079,2.3047,1.1743,0.002137
Rusk,0.002156,0.002156,0.000776,2.2235,1.25,0.002156
St. Croix,0.001235,0.001235,0.000529,2.3341,1.0,0.001235
Sauk,0.002059,0.002059,0.000776,2.22,1.1951,0.002059
Sawyer,0.00224,0.00224,0.000966,2.3185,1.0,0.00224
Shawano,0.00131,0.00131,0.000562,2.3294,1.0,0.00131
Sheboygan,0.001489,0.001489,0.000642,2.321,1.0,0.001489
Taylor,0.001733,0.001733,0.000737,2.35,1.0,0.001733
Trempealeau,0.006038,0.006038,0.001417,2.3911,1.7826,0.006038
Vernon,0.001765,0.001765,0.000779,2.2665,1.0,0.001765
Vilas,0.001446,0.001446,0.000631,2.293,1.0,0.001446
Walworth,0.002409,0.002409,0.000857,2.2679,1.2394,0.002409
Washburn,0.001402,0.001402,0.000636,2.2034,1.0,0.001402
Washington,0.001506,0.001506,0.00064,2.3556,1.0,0.001506
Waukesha,0.001381,0.001381,0.000604,2.2876,1.0,0.001381
Waupaca,0.001894,0.001894,0.000706,2.2996,1.1667,0.001894
Waushara,0.00063,0.00063,0.000286,2.1995,1.0,0.00063
Winnebago,0.001913,0.001913,0.000803,2.3136,1.0301,0.001913
Wood,0.003614,0.003614,0.001123,2.3035,1.3966,0.003614
