Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.002389,0.002389,0.000797,2.3176,1.2933,0.002389
Aleutians East,0.001389,0.001389,0.000599,2.3176,1.0,0.001389
Aleutians West,0.000419,0.000419,0.000177,2.3613,1.0,0.000419
Anchorage,0.00113,0.00113,0.000483,2.274,1.0299,0.00113
Bethel,0.023881,0.023881,0.005113,2.3355,2.0,0.023881
Bristol Bay,Unknown,Unknown,0.001196,2.3176,1.0,0.002772
Copper River,Unknown,Unknown,0.004076,2.3176,2.0,0.018891
Chugach,Unknown,Unknown,0.000444,2.3176,1.0,0.00103
Denali,0.001105,0.001105,0.000477,2.3176,1.0,0.001105
Dillingham,0.001385,0.001385,0.00061,2.2696,1.0,0.001385
Fairbanks North Star,0.003018,0.003018,0.000847,2.332,1.5283,0.003018
Haines,0.000916,0.000916,0.000395,2.3176,1.0,0.000916
Juneau,0.002201,0.002201,0.000938,2.2653,1.0357,0.002201
Kenai Peninsula,0.001718,0.001718,0.000698,2.3367,1.0526,0.001718
Ketchikan Gateway,0.001211,0.001211,0.000432,2.2437,1.25,0.001211
Kodiak Island,0.003791,0.003791,0.001308,2.3548,1.2308,0.003791
Kusilvak,0.01561,0.01561,0.003368,2.3176,2.0,0.01561
Bristol Bay plus Lake and Peninsula,0.000955,0.000955,0.000412,2.3176,1.0,0.000955
Matanuska-Susitna,0.000643,0.000643,0.000268,2.4003,1.0,0.000643
Nome,0.003157,0.003157,0.0012,2.1531,1.2222,0.003157
North Slope,0.006151,0.006151,0.002644,2.3261,1.0,0.006151
Northwest Arctic,0.01842,0.01842,0.003805,2.4203,2.0,0.01842
Petersburg,0.00803,0.00803,0.002756,2.1855,1.3333,0.00803
Prince of Wales-Hyder,0.00086,0.00086,0.000322,2.6664,1.0,0.00086
Sitka,0.003659,0.003659,0.00106,2.1582,1.6,0.003659
Skagway,0.001959,0.001959,0.000845,2.3176,1.0,0.001959
Southeast Fairbanks,0.008808,0.008808,0.001741,2.5298,2.0,0.008808
Valdez-Cordova,0.000252,0.000252,0.000109,2.3176,1.0,0.000252
Wrangell,0.005546,0.005546,0.001599,2.3126,1.5,0.005546
Yakutat,0.053718,0.053718,0.011589,2.3176,2.0,0.053718
Yukon-Koyukuk,0.007385,0.007385,0.001912,2.5751,1.5,0.007385
