Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001939,0.001939,0.000608,2.8842,1.1062,0.001939
Adair,0.000807,0.000807,0.00028,2.8842,1.0,0.000807
Adams,0.000801,0.000801,0.000278,2.8842,1.0,0.000801
Allamakee,0.001686,0.001686,0.000584,2.8842,1.0,0.001686
Appanoose,0.000928,0.000928,0.000322,2.8842,1.0,0.000928
Audubon,0.001574,0.001574,0.000546,2.8842,1.0,0.001574
Benton,0.003885,0.003885,0.00078,2.8842,1.7273,0.003885
Black Hawk,0.001956,0.001956,0.000678,2.8842,1.0,0.001956
Boone,0.001429,0.001429,0.000496,2.8842,1.0,0.001429
Bremer,0.003798,0.003798,0.000878,2.8842,1.5,0.003798
Buchanan,0.004658,0.004658,0.000897,2.8842,1.8,0.004658
Buena Vista,0.000441,0.000441,0.000153,2.8842,1.0,0.000441
Butler,0.003139,0.003139,0.000762,2.8842,1.4286,0.003139
Calhoun,0.001193,0.001193,0.000414,2.8842,1.0,0.001193
Carroll,0.001859,0.001859,0.000645,2.8842,1.0,0.001859
Cass,0.001123,0.001123,0.00039,2.8842,1.0,0.001123
Cedar,0.000929,0.000929,0.000322,2.8842,1.0,0.000929
Cerro Gordo,0.000476,0.000476,0.000165,2.8842,1.0,0.000476
Cherokee,0.002875,0.002875,0.000712,2.8842,1.4,0.002875
Chickasaw,0.00203,0.00203,0.000587,2.8842,1.2,0.00203
Clarke,0.001842,0.001842,0.000639,2.8842,1.0,0.001842
Clay,0.005546,0.005546,0.001374,2.8842,1.4,0.005546
Clayton,0.00169,0.00169,0.000513,2.8842,1.1429,0.00169
Clinton,0.001242,0.001242,0.000431,2.8842,1.0,0.001242
Crawford,0.012689,0.012689,0.0022,2.8842,2.0,0.012689
Dallas,0.001173,0.001173,0.000407,2.8842,1.0,0.001173
Davis,0.000961,0.000961,0.000333,2.8842,1.0,0.000961
Decatur,0.001099,0.001099,0.000381,2.8842,1.0,0.001099
Delaware,0.001865,0.001865,0.000647,2.8842,1.0,0.001865
Des Moines,0.002549,0.002549,0.000796,2.8842,1.1111,0.002549
Dickinson,0.001504,0.001504,0.000521,2.8842,1.0,0.001504
Dubuque,0.002086,0.002086,0.000627,2.8842,1.1538,0.002086
Emmet,0.01065,0.01065,0.001846,2.8842,2.0,0.01065
Fayette,0.002055,0.002055,0.000712,2.8842,1.0,0.002055
Floyd,0.001229,0.001229,0.00032,2.8842,1.3333,0.001229
Franklin,0.002578,0.002578,0.000894,2.8842,1.0,0.002578
Fremont,0.000829,0.000829,0.000287,2.8842,1.0,0.000829
Greene,0.000325,0.000325,0.000113,2.8842,1.0,0.000325
Grundy,0.004716,0.004716,0.000818,2.8842,2.0,0.004716
Guthrie,0.002159,0.002159,0.000374,2.8842,2.0,0.002159
Hamilton,0.001171,0.001171,0.000406,2.8842,1.0,0.001171
Hancock,0.002849,0.002849,0.000659,2.8842,1.5,0.002849
Hardin,0.001712,0.001712,0.000594,2.8842,1.0,0.001712
Harrison,0.003695,0.003695,0.000641,2.8842,2.0,0.003695
Henry,0.001301,0.001301,0.000451,2.8842,1.0,0.001301
Howard,0.00063,0.00063,0.000218,2.8842,1.0,0.00063
Humboldt,0.004149,0.004149,0.001151,2.8842,1.25,0.004149
Ida,0.002523,0.002523,0.000875,2.8842,1.0,0.002523
Iowa,0.001337,0.001337,0.000371,2.8842,1.25,0.001337
Jackson,0.002596,0.002596,0.000772,2.8842,1.1667,0.002596
Jasper,0.002549,0.002549,0.000753,2.8842,1.1739,0.002549
Jefferson,0.01545,0.01545,0.002678,2.8842,2.0,0.01545
Johnson,0.002117,0.002117,0.000582,2.8842,1.2609,0.002117
Jones,0.002092,0.002092,0.000484,2.8842,1.5,0.002092
Keokuk,0.001689,0.001689,0.000293,2.8842,2.0,0.001689
Kossuth,0.002142,0.002142,0.000743,2.8842,1.0,0.002142
