Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001189,0.001189,0.000529,2.2485,1.0,0.001189
Accomack,0.002072,0.002072,0.000928,2.2323,1.0,0.002072
Albemarle,0.001182,0.001182,0.000521,2.1855,1.037,0.001182
Alleghany,0.003343,0.003343,0.001144,2.3741,1.2308,0.003343
Amelia,0.003307,0.003307,0.000837,2.3709,1.6667,0.003307
Amherst,0.002195,0.002195,0.000791,2.3126,1.2,0.002195
Appomattox,0.002099,0.002099,0.000817,2.3548,1.0909,0.002099
Arlington,0.000756,0.000756,0.000342,2.2111,1.0,0.000756
Augusta,0.002199,0.002199,0.000834,2.2972,1.1481,0.002199
Bath,0.000542,0.000542,0.000241,2.2485,1.0,0.000542
Bedford,0.00176,0.00176,0.000747,2.3559,1.0,0.00176
Bland,0.01647,0.01647,0.003662,2.2485,2.0,0.01647
Botetourt,0.001082,0.001082,0.000479,2.2593,1.0,0.001082
Brunswick,0.001169,0.001169,0.000554,2.1083,1.0,0.001169
Buchanan,0.004214,0.004214,0.000952,2.2129,2.0,0.004214
Buckingham,0.000653,0.000653,0.000292,2.2389,1.0,0.000653
Campbell,0.001951,0.001951,0.00082,2.3793,1.0,0.001951
Caroline,0.002118,0.002118,0.000456,2.3237,2.0,0.002118
Carroll,0.002319,0.002319,0.000973,2.3823,1.0,0.002319
Charles City,0.000962,0.000962,0.000431,2.2323,1.0,0.000962
Charlotte,0.001493,0.001493,0.000673,2.2166,1.0,0.001493
Chesterfield,0.001157,0.001157,0.00051,2.2682,1.0,0.001157
Clarke,0.00842,0.00842,0.001847,2.2796,2.0,0.00842
Craig,0.000499,0.000499,0.000195,2.5592,1.0,0.000499
Culpeper,0.004321,0.004321,0.000969,2.3176,1.9231,0.004321
Cumberland,0.000898,0.000898,0.000403,2.2289,1.0,0.000898
Dickenson,0.001203,0.001203,0.000559,2.1531,1.0,0.001203
Dinwiddie,0.001286,0.001286,0.000561,2.2946,1.0,0.001286
Essex,0.000608,0.000608,0.000274,2.2184,1.0,0.000608
Fairfax,0.000799,0.000799,0.000356,2.2485,1.0,0.000799
Fauquier,0.000646,0.000646,0.000281,2.2998,1.0,0.000646
Floyd,0.001484,0.001484,0.000635,2.3378,1.0,0.001484
Fluvanna,0.002764,0.002764,0.000623,2.2166,2.0,0.002764
Franklin,0.001008,0.001008,0.000428,2.3537,1.0,0.001008
Frederick,0.00191,0.00191,0.000728,2.2148,1.1852,0.00191
Giles,0.00124,0.00124,0.000598,2.074,1.0,0.00124
Gloucester,0.000981,0.000981,0.000428,2.2906,1.0,0.000981
Goochland,0.00157,0.00157,0.000674,2.3308,1.0,0.00157
Grayson,0.000954,0.000954,0.00045,2.1186,1.0,0.000954
Greene,0.000885,0.000885,0.000404,2.1917,1.0,0.000885
Greensville,0.000797,0.000797,0.000353,2.2593,1.0,0.000797
Halifax,0.001498,0.001498,0.000531,2.1582,1.3077,0.001498
Hanover,0.001726,0.001726,0.000575,2.3113,1.2979,0.001726
Henrico,0.002199,0.002199,0.000961,2.2879,1.0,0.002199
Henry,0.001484,0.001484,0.000593,2.3285,1.0741,0.001484
Highland,0.001027,0.001027,0.000457,2.2485,1.0,0.001027
Isle of Wight,0.00198,0.00198,0.000458,2.1606,2.0,0.00198
James City,0.001136,0.001136,0.00051,2.2289,1.0,0.001136
King and Queen,0.001258,0.001258,0.000569,2.2092,1.0,0.001258
King George,0.003064,0.003064,0.000671,2.2838,2.0,0.003064
King William,0.003908,0.003908,0.000875,2.2339,2.0,0.003908
Lancaster,0.001679,0.001679,0.000755,2.2254,1.0,0.001679
Lee,0.002156,0.002156,0.000939,2.2959,1.0,0.002156
Loudoun,0.000951,0.000951,0.000428,2.2219,1.0,0.000951
Louisa,0.000592,0.000592,0.000266,2.2254,1.0,0.000592
Lunenburg,0.000874,0.000874,0.00041,2.1311,1.0,0.000874
Madison,0.001703,0.001703,0.000528,2.1506,1.5,0.001703
Mathews,0.002531,0.002531,0.000566,2.2356,2.0,0.002531
Mecklenburg,0.001579,0.001579,0.000719,2.1957,1.0,0.001579
Middlesex,0.00124,0.00124,0.000567,2.1876,1.0,0.00124
Montgomery,0.002048,0.002048,0.000721,2.274,1.25,0.002048
Nelson,0.002884,0.002884,0.00067,2.1531,2.0,0.002884
New Kent,0.000952,0.000952,0.000433,2.1977,1.0,0.000952
Northampton,0.000916,0.000916,0.000427,2.1453,1.0,0.000916
Northumberland,0.001115,0.001115,0.000496,2.2485,1.0,0.001115
Nottoway,0.001431,0.001431,0.000591,2.1186,1.1429,0.001431
Orange,0.00198,0.00198,0.000459,2.1582,2.0,0.00198
Page,0.001835,0.001835,0.000753,2.2932,1.0625,0.001835
Patrick,0.001683,0.001683,0.000738,2.2796,1.0,0.001683
Pittsylvania,0.001857,0.001857,0.000812,2.2879,1.0,0.001857
Powhatan,0.001005,0.001005,0.000438,2.1008,1.0909,0.001005
Prince Edward,0.00143,0.00143,0.000614,2.3285,1.0,0.00143
Prince George,0.000914,0.000914,0.000391,2.3378,1.0,0.000914
Prince William,0.001006,0.001006,0.000442,2.2754,1.0,0.001006
Pulaski,0.002765,0.002765,0.001205,2.2946,1.0,0.002765
Rappahannock,0.002746,0.002746,0.001221,2.2485,1.0,0.002746
Richmond,0.000715,0.000715,0.000332,2.1506,1.0,0.000715
Roanoke,0.001395,0.001395,0.000595,2.347,1.0,0.001395
Rockbridge,0.000815,0.000815,0.000354,2.2985,1.0,0.000815
Rockingham,0.001729,0.001729,0.000683,2.2547,1.1224,0.001729
Russell,0.010671,0.010671,0.002332,2.2879,2.0,0.010671
Scott,0.001209,0.001209,0.00051,2.3699,1.0,0.001209
Shenandoah,0.002062,0.002062,0.000894,2.3063,1.0,0.002062
Smyth,0.001579,0.001579,0.000698,2.2638,1.0,0.001579
Southampton,0.001738,0.001738,0.000737,2.1606,1.0909,0.001738
Spotsylvania,0.001544,0.001544,0.000514,2.2638,1.3269,0.001544
Stafford,0.001426,0.001426,0.000615,2.32,1.0,0.001426
Surry,0.004068,0.004068,0.000934,2.1768,2.0,0.004068
Sussex,0.002224,0.002224,0.000538,2.0685,2.0,0.002224
Tazewell,0.017781,0.017781,0.003646,2.4385,2.0,0.017781
Warren,0.001297,0.001297,0.000573,2.2653,1.0,0.001297
Washington,0.001974,0.001974,0.000837,2.357,1.0,0.001974
Westmoreland,0.001007,0.001007,0.000444,2.2682,1.0,0.001007
Wise,0.001667,0.001667,0.000749,2.2254,1.0,0.001667
Wythe,0.001795,0.001795,0.000802,2.2389,1.0,0.001795
York,0.001509,0.001509,0.000644,2.3424,1.0,0.001509
Alexandria,0.000805,0.000805,0.000364,2.2129,1.0,0.000805
Bristol,0.0043,0.0043,0.00167,2.3834,1.08,0.0043
