Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.0009,0.0009,0.000392,2.2946,1.0,0.0009
Albany,0.001173,0.001173,0.000489,2.3993,1.0,0.001173
Big Horn,0.002702,0.002702,0.000594,2.2754,2.0,0.002702
Campbell,0.000855,0.000855,0.000345,2.4761,1.0,0.000855
Carbon,0.00062,0.00062,0.00027,2.2946,1.0,0.00062
Converse,0.003088,0.003088,0.000723,2.1341,2.0,0.003088
Crook,0.00161,0.00161,0.000659,2.4421,1.0,0.00161
Fremont,0.004285,0.004285,0.001324,2.347,1.3784,0.004285
Goshen,0.000172,0.000172,7.6e-05,2.2667,1.0,0.000172
Hot Springs,0.000509,0.000509,0.000227,2.2453,1.0,0.000509
Johnson,0.004658,0.004658,0.001895,2.2946,1.0714,0.004658
Laramie,0.000476,0.000476,0.000211,2.2563,1.0,0.000476
Lincoln,0.000579,0.000579,0.000252,2.2946,1.0,0.000579
Natrona,0.000346,0.000346,0.000163,2.1281,1.0,0.000346
Niobrara,0.000974,0.000974,0.000424,2.2946,1.0,0.000974
Park,0.001512,0.001512,0.00048,2.1833,1.4444,0.001512
Platte,0.012576,0.012576,0.00274,2.2946,2.0,0.012576
Sheridan,0.002438,0.002438,0.00105,2.3225,1.0,0.002438
Sublette,0.001167,0.001167,0.000509,2.2946,1.0,0.001167
Sweetwater,0.00049,0.00049,0.000213,2.3037,1.0,0.00049
Teton,0.000497,0.000497,0.000213,2.3344,1.0,0.000497
Uinta,0.000727,0.000727,0.000297,2.4491,1.0,0.000727
Washakie,0.003755,0.003755,0.000769,2.4421,2.0,0.003755
Weston,0.000323,0.000323,0.000144,2.2356,1.0,0.000323
