Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.000857,0.000857,0.00037,2.3151,1.0,0.000857
Churchill,0.000759,0.000759,0.000321,2.3635,1.0,0.000759
Clark,0.001025,0.001025,0.000409,2.3113,1.0857,0.001025
Douglas,0.000949,0.000949,0.000286,2.2946,1.4444,0.000949
Elko,0.000593,0.000593,0.000227,2.6094,1.0,0.000593
Esmeralda,0.002652,0.002652,0.001145,2.3151,1.0,0.002652
Eureka,0.001141,0.001141,0.000493,2.3151,1.0,0.001141
Humboldt,0.000131,0.000131,5.9e-05,2.2111,1.0,0.000131
Lander,0.000418,0.000418,0.000181,2.3151,1.0,0.000418
Lincoln,0.000447,0.000447,0.000193,2.3151,1.0,0.000447
Lyon,0.000614,0.000614,0.000261,2.3548,1.0,0.000614
Mineral,0.001053,0.001053,0.000444,2.3709,1.0,0.001053
Nye,0.000497,0.000497,0.000215,2.3126,1.0,0.000497
Pershing,0.001989,0.001989,0.000446,2.2289,2.0,0.001989
Storey,0.001123,0.001123,0.000485,2.3151,1.0,0.001123
Washoe,0.000679,0.000679,0.000284,2.3884,1.0,0.000679
White Pine,0.000228,0.000228,0.000104,2.1855,1.0,0.000228
Carson City,0.001123,0.001123,0.000483,2.3249,1.0,0.001123
