Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.006088,0.006088,0.002686,2.2667,1.0,0.006088
Alachua,0.006228,0.006228,0.002736,2.2768,1.0,0.006228
Baker,0.006109,0.006109,0.00267,2.2879,1.0,0.006109
Bay,0.005129,0.005129,0.002209,2.3212,1.0,0.005129
Bradford,0.006782,0.006782,0.003014,2.2501,1.0,0.006782
Brevard,0.004552,0.004552,0.002022,2.2516,1.0,0.004552
Broward,0.006448,0.006448,0.002815,2.2906,1.0,0.006448
Calhoun,0.007269,0.007269,0.003261,2.2289,1.0,0.007269
Charlotte,0.00632,0.00632,0.002753,2.2959,1.0,0.00632
Citrus,0.004467,0.004467,0.001951,2.2892,1.0,0.004467
Clay,0.005798,0.005798,0.00254,2.2824,1.0,0.005798
Collier,0.00485,0.00485,0.00212,2.2879,1.0,0.00485
Columbia,0.005913,0.005913,0.002623,2.2547,1.0,0.005913
DeSoto,0.003407,0.003407,0.001526,2.2323,1.0,0.003407
Dixie,0.004457,0.004457,0.002021,2.2055,1.0,0.004457
Duval,0.005428,0.005428,0.002367,2.2932,1.0,0.005428
Escambia,0.004315,0.004315,0.001882,2.2932,1.0,0.004315
Flagler,0.003615,0.003615,0.001599,2.2608,1.0,0.003615
Franklin,0.00456,0.00456,0.001979,2.3037,1.0,0.00456
Gadsden,0.011204,0.011204,0.004687,2.3904,1.0,0.011204
Gilchrist,0.007519,0.007519,0.003283,2.2906,1.0,0.007519
Glades,0.003885,0.003885,0.001738,2.2356,1.0,0.003885
Gulf,0.005679,0.005679,0.00242,2.347,1.0,0.005679
Hamilton,0.005845,0.005845,0.002772,2.1083,1.0,0.005845
Hardee,0.006738,0.006738,0.002747,2.4526,1.0,0.006738
Hendry,0.006256,0.006256,0.002832,2.2092,1.0,0.006256
Hernando,0.003759,0.003759,0.001655,2.2711,1.0,0.003759
Highlands,0.004172,0.004172,0.001798,2.32,1.0,0.004172
Hillsborough,0.005238,0.005238,0.002305,2.2725,1.0,0.005238
Holmes,0.004895,0.004895,0.002141,2.2865,1.0,0.004895
Indian River,0.004644,0.004644,0.002007,2.3139,1.0,0.004644
Jackson,0.011014,0.011014,0.004912,2.2421,1.0,0.011014
Jefferson,0.00761,0.00761,0.003159,2.409,1.0,0.00761
Lafayette,0.007038,0.007038,0.002968,2.3709,1.0,0.007038
Lake,0.004475,0.004475,0.001956,2.2879,1.0,0.004475
Lee,0.005492,0.005492,0.002429,2.2608,1.0,0.005492
Leon,0.008134,0.008134,0.003559,2.2851,1.0,0.008134
Levy,0.006438,0.006438,0.002867,2.2453,1.0,0.006438
Liberty,0.005969,0.005969,0.002633,2.2667,1.0,0.005969
Madison,0.005244,0.005244,0.002487,2.1083,1.0,0.005244
Manatee,0.004372,0.004372,0.001942,2.2516,1.0,0.004372
Marion,0.004898,0.004898,0.002161,2.2667,1.0,0.004898
Martin,0.004752,0.004752,0.002087,2.2768,1.0,0.004752
Miami-Dade,0.011596,0.011596,0.005078,2.2838,1.0,0.011596
Monroe,0.004514,0.004514,0.00198,2.2796,1.0,0.004514
Nassau,0.005212,0.005212,0.002223,2.3447,1.0,0.005212
Okaloosa,0.004522,0.004522,0.001974,2.2906,1.0,0.004522
Okeechobee,0.003327,0.003327,0.001494,2.2271,1.0,0.003327
Orange,0.004236,0.004236,0.001872,2.2623,1.0,0.004236
Osceola,0.005454,0.005454,0.002443,2.2323,1.0,0.005454
Palm Beach,0.005974,0.005974,0.002626,2.2754,1.0,0.005974
Pasco,0.005439,0.005439,0.002343,2.3212,1.0,0.005439
Pinellas,0.005015,0.005015,0.002212,2.2667,1.0,0.005015
Polk,0.006925,0.006925,0.003016,2.2959,1.0,0.006925
Putnam,0.003209,0.003209,0.001463,2.1937,1.0,0.003209
St. Johns,0.004248,0.004248,0.001802,2.357,1.0,0.004248
St. Lucie,0.00513,0.00513,0.002269,2.2608,1.0,0.00513
Santa Rosa,0.00627,0.00627,0.002713,2.3113,1.0,0.00627
Sarasota,0.005106,0.005106,0.002257,2.2623,1.0,0.005106
Seminole,0.004058,0.004058,0.001797,2.2578,1.0,0.004058
Sumter,0.004668,0.004668,0.002009,2.3237,1.0,0.004668
Suwannee,0.008454,0.008454,0.00376,2.2485,1.0,0.008454
Taylor,0.005821,0.005821,0.002596,2.2421,1.0,0.005821
Union,0.005179,0.005179,0.002297,2.2547,1.0,0.005179
Volusia,0.004505,0.004505,0.002013,2.2372,1.0,0.004505
Wakulla,0.005867,0.005867,0.002579,2.2754,1.0,0.005867
Walton,0.003849,0.003849,0.001688,2.281,1.0,0.003849
Washington,0.005349,0.005349,0.002434,2.1977,1.0,0.005349
