Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.000974,0.000974,0.000428,2.2751,1.0,0.000974
Anderson,0.000647,0.000647,0.000277,2.3341,1.0,0.000647
Andrews,0.000487,0.000487,0.000214,2.2751,1.0,0.000487
Angelina,0.00044,0.00044,0.000185,2.383,1.0,0.00044
Aransas,0.000482,0.000482,0.000213,2.2665,1.0,0.000482
Archer,0.001372,0.001372,0.000585,2.3467,1.0,0.001372
Armstrong,0.003617,0.003617,0.00159,2.2751,1.0,0.003617
Atascosa,0.000916,0.000916,0.000391,2.3421,1.0,0.000916
Austin,0.001559,0.001559,0.000466,2.3148,1.4444,0.001559
Bailey,0.000325,0.000325,0.000143,2.2751,1.0,0.000325
Bandera,0.001287,0.001287,0.000519,2.479,1.0,0.001287
Bastrop,0.00145,0.00145,0.00062,2.3387,1.0,0.00145
Baylor,0.001297,0.001297,0.00057,2.2751,1.0,0.001297
Bee,0.001118,0.001118,0.000491,2.2751,1.0,0.001118
Bell,0.000837,0.000837,0.000364,2.3009,1.0,0.000837
Bexar,0.001134,0.001134,0.000496,2.2849,1.0,0.001134
Blanco,0.000973,0.000973,0.000419,2.3222,1.0,0.000973
Borden,0.003479,0.003479,0.001529,2.2751,1.0,0.003479
Bosque,0.000732,0.000732,0.000321,2.2794,1.0,0.000732
Bowie,0.00107,0.00107,0.000472,2.2679,1.0,0.00107
Brazoria,0.000878,0.000878,0.000393,2.2354,1.0,0.000878
Brazos,0.001228,0.001228,0.000537,2.2876,1.0,0.001228
Brewster,0.000989,0.000989,0.000435,2.2751,1.0,0.000989
Briscoe,0.014716,0.014716,0.003234,2.2751,2.0,0.014716
Brooks,0.001925,0.001925,0.000564,2.2751,1.5,0.001925
Brown,0.002446,0.002446,0.000792,2.2354,1.381,0.002446
Burleson,0.000805,0.000805,0.00038,2.1218,1.0,0.000805
Burnet,0.000664,0.000664,0.000291,2.2835,1.0,0.000664
Caldwell,0.000724,0.000724,0.000321,2.2591,1.0,0.000724
Calhoun,0.001265,0.001265,0.000564,2.2451,1.0,0.001265
Callahan,0.002284,0.002284,0.000574,2.2751,1.75,0.002284
Cameron,0.001313,0.001313,0.000577,2.278,1.0,0.001313
Camp,0.00201,0.00201,0.000916,2.1935,1.0,0.00201
Carson,0.000749,0.000749,0.000337,2.22,1.0,0.000749
Cass,0.001406,0.001406,0.000566,2.4839,1.0,0.001406
Castro,0.001187,0.001187,0.000531,2.2354,1.0,0.001187
Chambers,0.003426,0.003426,0.000981,2.3282,1.5,0.003426
Cherokee,0.000698,0.000698,0.000323,2.1629,1.0,0.000698
Childress,0.001211,0.001211,0.000547,2.2127,1.0,0.001211
Clay,0.001347,0.001347,0.000573,2.3511,1.0,0.001347
Cochran,0.002392,0.002392,0.001052,2.2751,1.0,0.002392
Coke,0.000672,0.000672,0.000295,2.2751,1.0,0.000672
Coleman,0.006174,0.006174,0.001346,2.2943,2.0,0.006174
Collin,0.001074,0.001074,0.00046,2.3352,1.0,0.001074
Collingsworth,0.001558,0.001558,0.000685,2.2751,1.0,0.001558
Colorado,0.008621,0.008621,0.001861,2.3161,2.0,0.008621
Comal,0.000749,0.000749,0.000326,2.293,1.0,0.000749
Comanche,0.000358,0.000358,0.000147,2.4417,1.0,0.000358
Concho,0.004173,0.004173,0.001834,2.2751,1.0,0.004173
Cooke,0.002871,0.002871,0.000654,2.1935,2.0,0.002871
Coryell,0.000549,0.000549,0.00025,2.1955,1.0,0.000549
Cottle,0.00167,0.00167,0.000715,2.3341,1.0,0.00167
Crane,0.000949,0.000949,0.000417,2.2751,1.0,0.000949
Crockett,0.001314,0.001314,0.000577,2.2751,1.0,0.001314
Crosby,0.003173,0.003173,0.001394,2.2751,1.0,0.003173
Culberson,0.01048,0.01048,0.002303,2.2751,2.0,0.01048
Dallam,0.000312,0.000312,0.000137,2.2751,1.0,0.000312
Dallas,0.000857,0.000857,0.000374,2.293,1.0,0.000857
Dawson,0.00143,0.00143,0.000629,2.2751,1.0,0.00143
Deaf Smith,0.001254,0.001254,0.000539,2.3258,1.0,0.001254
Delta,0.005975,0.005975,0.001313,2.2751,2.0,0.005975
Denton,0.000874,0.000874,0.000375,2.3294,1.0,0.000874
DeWitt,0.000113,0.000113,5e-05,2.2751,1.0,0.000113
Dickens,0.001029,0.001029,0.000452,2.2751,1.0,0.001029
Dimmit,0.000231,0.000231,9.9e-05,2.3341,1.0,0.000231
Donley,0.012493,0.012493,0.002746,2.2751,2.0,0.012493
Duval,0.000617,0.000617,0.000269,2.2943,1.0,0.000617
Eastland,0.001526,0.001526,0.000327,2.3341,2.0,0.001526
Ector,0.001588,0.001588,0.00062,2.2606,1.1333,0.001588
Edwards,0.007066,0.007066,0.001553,2.2751,2.0,0.007066
Ellis,0.000796,0.000796,0.000352,2.2635,1.0,0.000796
El Paso,0.000685,0.000685,0.000306,2.237,1.0,0.000685
Erath,0.001109,0.001109,0.000492,2.2545,1.0,0.001109
Falls,0.000132,0.000132,5.8e-05,2.2794,1.0,0.000132
Fannin,0.000879,0.000879,0.000394,2.2304,1.0,0.000879
Fayette,0.00159,0.00159,0.000473,2.4417,1.375,0.00159
Fisher,0.007128,0.007128,0.001567,2.2751,2.0,0.007128
Floyd,0.006586,0.006586,0.001401,2.3511,2.0,0.006586
Foard,0.00197,0.00197,0.000866,2.2751,1.0,0.00197
Fort Bend,0.000748,0.000748,0.000329,2.2737,1.0,0.000748
Franklin,0.002121,0.002121,0.000466,2.2751,2.0,0.002121
Freestone,0.000942,0.000942,0.000406,2.321,1.0,0.000942
Frio,0.000994,0.000994,0.000443,2.2419,1.0,0.000994
Gaines,0.000423,0.000423,0.000186,2.2751,1.0,0.000423
Galveston,0.001085,0.001085,0.000476,2.278,1.0,0.001085
Garza,0.001461,0.001461,0.000642,2.2751,1.0,0.001461
Gillespie,0.000804,0.000804,0.000333,2.4115,1.0,0.000804
Glasscock,0.001615,0.001615,0.00071,2.2751,1.0,0.001615
Goliad,0.000297,0.000297,0.000131,2.2751,1.0,0.000297
Gonzales,0.000981,0.000981,0.000432,2.2723,1.0,0.000981
Gray,0.002211,0.002211,0.000914,2.42,1.0,0.002211
Grayson,0.001021,0.001021,0.000426,2.2304,1.0755,0.001021
Gregg,0.00085,0.00085,0.000347,2.4487,1.0,0.00085
Grimes,0.001122,0.001122,0.000485,2.3148,1.0,0.001122
Guadalupe,0.000771,0.000771,0.00033,2.3398,1.0,0.000771
Hale,0.002623,0.002623,0.000958,2.297,1.1923,0.002623
Hall,0.00692,0.00692,0.002362,2.4417,1.2,0.00692
Hamilton,0.00317,0.00317,0.000709,2.2354,2.0,0.00317
Hansford,0.000421,0.000421,0.000185,2.2751,1.0,0.000421
Hardeman,0.001181,0.001181,0.000509,2.3222,1.0,0.001181
Hardin,0.000225,0.000225,0.000104,2.1629,1.0,0.000225
Harris,0.000711,0.000711,0.000317,2.2451,1.0,0.000711
Harrison,0.001313,0.001313,0.000571,2.2996,1.0,0.001313
Hartley,0.000816,0.000816,0.000359,2.2751,1.0,0.000816
Haskell,0.000835,0.000835,0.000353,2.361,1.0,0.000835
Hays,0.001015,0.001015,0.000447,2.2694,1.0,0.001015
Hemphill,0.011617,0.011617,0.003404,2.2751,1.5,0.011617
Henderson,0.001261,0.001261,0.000532,2.3717,1.0,0.001261
Hidalgo,0.001049,0.001049,0.000467,2.2451,1.0,0.001049
Hill,0.000874,0.000874,0.000382,2.2876,1.0,0.000874
Hockley,0.002626,0.002626,0.000825,2.2983,1.3846,0.002626
Hood,0.000449,0.000449,0.000195,2.3086,1.0,0.000449
Hopkins,0.001291,0.001291,0.000566,2.2794,1.0,0.001291
Houston,0.001571,0.001571,0.000653,2.4048,1.0,0.001571
Howard,0.001278,0.001278,0.000545,2.3421,1.0,0.001278
Hudspeth,0.000466,0.000466,0.000205,2.2751,1.0,0.000466
Hunt,0.001046,0.001046,0.000456,2.2917,1.0,0.001046
Hutchinson,0.001299,0.001299,0.000525,2.4724,1.0,0.001299
Irion,0.001481,0.001481,0.000651,2.2751,1.0,0.001481
Jack,0.000764,0.000764,0.000336,2.2751,1.0,0.000764
Jackson,0.001723,0.001723,0.000542,2.2708,1.4,0.001723
Jasper,0.000379,0.000379,0.000169,2.2451,1.0,0.000379
Jeff Davis,0.002001,0.002001,0.00088,2.2751,1.0,0.002001
Jefferson,0.000813,0.000813,0.000358,2.2737,1.0,0.000813
Jim Hogg,0.001313,0.001313,0.000577,2.2751,1.0,0.001313
Jim Wells,0.000604,0.000604,0.000272,2.2235,1.0,0.000604
Johnson,0.001004,0.001004,0.000438,2.2917,1.0,0.001004
Jones,0.001527,0.001527,0.000548,2.5098,1.1111,0.001527
Karnes,0.000142,0.000142,6.4e-05,2.22,1.0,0.000142
Kaufman,0.000853,0.000853,0.000382,2.2337,1.0,0.000853
Kendall,0.000565,0.000565,0.000253,2.232,1.0,0.000565
Kenedy,0.005632,0.005632,0.002475,2.2751,1.0,0.005632
Kent,0.002986,0.002986,0.001312,2.2751,1.0,0.002986
Kerr,0.001069,0.001069,0.000456,2.3433,1.0,0.001069
Kimble,0.001736,0.001736,0.000692,2.5098,1.0,0.001736
King,0.008364,0.008364,0.003676,2.2751,1.0,0.008364
Kinney,0.00062,0.00062,0.000273,2.2751,1.0,0.00062
Kleberg,0.001551,0.001551,0.000684,2.2665,1.0,0.001551
Knox,0.001242,0.001242,0.000546,2.2751,1.0,0.001242
Lamar,0.001988,0.001988,0.000702,2.1653,1.3077,0.001988
Lamb,0.031863,0.031863,0.006748,2.361,2.0,0.031863
Lampasas,0.0007,0.0007,0.000327,2.1424,1.0,0.0007
La Salle,0.000605,0.000605,0.000266,2.2751,1.0,0.000605
Lavaca,0.00139,0.00139,0.000595,2.3341,1.0,0.00139
Lee,0.001479,0.001479,0.000638,2.3185,1.0,0.001479
Leon,0.000737,0.000737,0.000345,2.1369,1.0,0.000737
Liberty,0.001017,0.001017,0.000453,2.2419,1.0,0.001017
Limestone,0.000498,0.000498,0.000213,2.3341,1.0,0.000498
Lipscomb,0.001407,0.001407,0.000619,2.2751,1.0,0.001407
Live Oak,0.000186,0.000186,8.2e-05,2.2751,1.0,0.000186
Llano,0.000807,0.000807,0.000367,2.1975,1.0,0.000807
Loving,0.013462,0.013462,0.005917,2.2751,1.0,0.013462
Lubbock,0.002186,0.002186,0.000863,2.3341,1.0854,0.002186
Lynn,0.000397,0.000397,0.000168,2.361,1.0,0.000397
McCulloch,0.003704,0.003704,0.001628,2.2751,1.0,0.003704
McLennan,0.000635,0.000635,0.000284,2.232,1.0,0.000635
McMullen,0.003062,0.003062,0.001346,2.2751,1.0,0.003062
Madison,0.001224,0.001224,0.00056,2.1853,1.0,0.001224
Marion,0.000693,0.000693,0.000304,2.2751,1.0,0.000693
Martin,0.002365,0.002365,0.00052,2.2751,2.0,0.002365
Mason,0.001597,0.001597,0.000702,2.2751,1.0,0.001597
Matagorda,0.000627,0.000627,0.000273,2.297,1.0,0.000627
Maverick,0.000624,0.000624,0.000272,2.289,1.0,0.000624
Medina,0.000288,0.000288,0.000136,2.1218,1.0,0.000288
Menard,0.001064,0.001064,0.000468,2.2751,1.0,0.001064
Midland,0.001143,0.001143,0.000509,2.2451,1.0,0.001143
Milam,0.00123,0.00123,0.000524,2.3489,1.0,0.00123
Mills,0.000467,0.000467,0.000205,2.2751,1.0,0.000467
Mitchell,0.002237,0.002237,0.000819,2.2751,1.2,0.002237
Montague,0.009186,0.009186,0.001968,2.3341,2.0,0.009186
Montgomery,0.000816,0.000816,0.000365,2.2337,1.0,0.000816
Moore,0.002974,0.002974,0.000621,2.3951,2.0,0.002974
Morris,0.001925,0.001925,0.000807,2.3851,1.0,0.001925
Motley,0.001896,0.001896,0.000833,2.2751,1.0,0.001896
Nacogdoches,0.000566,0.000566,0.000261,2.1699,1.0,0.000566
Navarro,0.001278,0.001278,0.000579,2.209,1.0,0.001278
Newton,0.000529,0.000529,0.000221,2.3951,1.0,0.000529
Nolan,0.001701,0.001701,0.000748,2.2751,1.0,0.001701
Nueces,6e-06,6e-06,3e-06,2.2807,1.0,6e-06
Ochiltree,0.00023,0.00023,0.000102,2.2665,1.0,0.00023
Oldham,0.001077,0.001077,0.000473,2.2751,1.0,0.001077
Orange,0.00019,0.00019,8.4e-05,2.2635,1.0,0.00019
Palo Pinto,0.001578,0.001578,0.000685,2.3035,1.0,0.001578
Panola,0.001595,0.001595,0.00069,2.3123,1.0,0.001595
Parker,0.000588,0.000588,0.000259,2.2708,1.0,0.000588
Parmer,0.001184,0.001184,0.000521,2.2751,1.0,0.001184
Pecos,0.00295,0.00295,0.000632,2.3341,2.0,0.00295
